palabra,Action_Mean,Action_SD,BodyExp_Mean,BodyExp_SD,Evaluation _Mean,Evaluation _SD,Feeling_Mean,Feeling_SD,Interoception_Mean,Interoception_SD,Morality_Mean,Morality_SD,SenExp_Mean,SenExp_SD,SocInt_Mean,SocInt_SD,Thought_Mean,Thought_SD,palabra_noaccents
calmo,3.9411764705882355,2.014652210534554,2.8,1.6415653633362464,5.230769230769231,1.1657505560686472,3.6,2.164651077128664,5.111111111111111,1.7452081921613043,4.230769230769231,1.921537845661046,3.0625,1.691892431568863,3.1666666666666665,2.0364328674251486,3.7333333333333334,1.98086080374405,calmo
cansado,4,1.9518001458970664,5.666666666666667,1.8529256146249724,3.875,1.8012676695569996,4.363636363636363,2.1502038562370362,5.346153846153846,1.8961499453852837,2.6956521739130435,1.6358145763084646,,,2.5238095238095237,1.6917165134574887,3.95,1.848897253129978,cansado
cansancio,4.56,2.1617893822787946,5.304347826086956,1.6904755277381038,4.5,1.820930936000652,4.7,2.0026298499197184,5.3478260869565215,1.7479519353744966,3.7142857142857144,1.7647338933351153,,,2.4,1.8467610337532774,4.260869565217392,1.8639496507135744,cansancio
cansar,4.391304347826087,1.9711355849030643,4.608695652173913,2.210288554481325,3.0454545454545454,2.1264160039007,4.0476190476190474,2.0118695404073916,4.3,1.688973528196155,2.7083333333333335,1.7810394294555534,,,3.95,1.731290969494334,3.380952380952381,1.8296499795368097,cansar
capricho,4.2,1.542383664469075,3.652173913043478,1.8975749033526954,3.3333333333333335,1.8797162906495577,3.772727272727273,1.8754508837386326,3.0952380952380953,1.9210612146613626,2.6818181818181817,1.5239786161593025,,,2.9523809523809526,1.9098740920854045,3.238095238095238,1.9210612146613626,capricho
caprichoso,4.409090909090909,1.7364191645888716,3.4761904761904763,2.204972734957229,2.9583333333333335,1.5457984194658723,4.0,1.8257418583505538,3.6538461538461537,2.0187581864563704,2.9565217391304346,1.521908516829063,,,2.6666666666666665,1.653279569018299,3.55,1.9594574974238472,caprichoso
cariño,4.391304347826087,2.1896270009209453,4.521739130434782,2.04204810773603,6.7272727272727275,0.45584230583855234,6.7272727272727275,0.6310850959010194,5.45,1.276302224561665,5.25,2.1918822564378218,,,6.105263157894737,0.7374684055081998,3.9047619047619047,1.6704718466577608,carino
cariñoso,5.52,1.758787461103056,5.086956521739131,1.8808374217658008,5.7,1.525226471535846,5.85,1.4964871146156,5.956521739130435,1.1862186242450952,5.0476190476190474,1.8021151593666394,,,6.5,0.7608859102526822,4.913043478260869,1.7815479346563374,carinoso
cautela,4.6,1.6670175069329816,3.25,1.996707816698066,4.545454545454546,1.7106744068953992,3.25,1.8883298106221302,3.5,1.9026297590440449,4.913043478260869,1.7815479346563374,,,2.761904761904762,1.757975025555309,4.05,1.9594574974238472,cautela
cauteloso,4.391304347826087,1.6163688382741954,3.727272727272727,1.5175738212786565,4.714285714285714,1.7071279138616748,3.25,1.9159991209755154,3.1,1.6827296120792614,4.875,1.8012676695569996,2.6363636363636362,1.3289972784899773,4.7,1.6254554017744978,4.473684210526316,1.7438278792686568,cauteloso
cautivado,4.05,1.3168942730211066,3.8636363636363638,1.983154162666239,4.25,1.51744244666721,5.190476190476191,1.4359334113755968,4.3478260869565215,1.555304578536246,3.761904761904762,1.6704718466577608,3.3,1.838191330743634,4.5,1.5727950313140984,3.652173913043478,1.991086858344044,cautivado
cautivar,5.44,1.6350331291240958,4.590909090909091,1.6806770435379084,4.7894736842105265,1.512134156615192,4.7368421052631575,1.521771820505364,3.5217391304347827,1.9038135226050255,3.619047619047619,1.774153050787628,3.6,1.729009451741235,5.157894736842105,1.2139539573337683,4.7272727272727275,1.2414207752110247,cautivar
celo,4.916666666666667,2.1450988964060187,4.478260869565218,2.086091718052321,3.45,2.0124611797498106,5.2,2.0672890969882074,4.454545454545454,2.4441820664643568,3.3333333333333335,1.8797162906495577,,,3.55,2.350251946180731,4.913043478260869,2.2746237147005792,celo
celos,5.086956521739131,1.755848499321388,4.3478260869565215,1.944892977943047,2.909090909090909,2.2658771224846097,5.545454545454546,1.9451349011186307,6.2,0.8944271909999172,2.9583333333333335,2.031901372706313,,,5.5,1.7917941611104424,5.285714285714286,1.6168752933623907,celos
celoso,5.136363636363637,1.4895015000377543,4.619047619047619,2.246690688016276,3.0416666666666665,2.095111632735399,5.363636363636363,1.9891480479617294,5.346153846153846,1.7422355223633268,3.6956521739130435,1.7434235548768995,3.909090909090909,1.973855084879307,5.142857142857143,1.7968225924034424,4.05,1.9594574974238472,celoso
cínico,3.4761904761904763,1.7498299237082335,3.45,2.0641042405337657,3.1666666666666665,2.0364328674251486,4.421052631578948,2.03622170463075,3.5454545454545454,1.9694638556693236,3.5,2.3951705795753164,3.3636363636363638,2.127942322559173,4.052631578947368,1.8700470644857616,5.4,1.6982963599783716,cinico
cinismo,4.0625,2.048373338367138,2.6875,1.40089257261219,2.6842105263157894,1.634782743939708,3.7142857142857144,2.163635524139563,3.7,1.866604008973459,3.6842105263157894,2.286497359595807,3.7777777777777777,1.8328876463610653,5.0,2,4.476190476190476,2.0154167712671147,cinismo
cobarde,3.8181818181818183,2.129975712724569,4.2727272727272725,1.750695594595207,3,2.23606797749979,5.409090909090909,1.8685133104535256,3.8333333333333335,1.8572224859501458,3.6666666666666665,2.330951164939612,,,3.75,2.0994986870303363,4.571428571428571,1.6300744943538188,cobarde
cobardía,4.88,2.260530911091463,4.086956521739131,1.9980227380237892,3.3,2.1788456625132104,5.85,1.7554426642213121,4.130434782608695,1.81669900008697,3.0476190476190474,1.5961262630566069,3.6956521739130435,1.8447661248342482,3.9,1.8890264827766654,4.869565217391305,1.6321861476416708,cobardia
codicia,4.7368421052631575,1.7901615465016276,2.6666666666666665,1.7822655773580136,2.4444444444444446,1.6528841894672626,4.0476190476190474,2.0365704131257156,3.9,1.7137217117324384,3.176470588235294,2.007339474206065,3.5789473684210527,1.7737527534606834,4.65,1.8715318802914818,4.476190476190476,1.9651729597938097,codicia
codiciar,4.523809523809524,1.7498299237082335,3.3333333333333335,1.6449566416599486,3.0625,1.9137659209004638,3.210526315789474,1.7184924714030627,4.315789473684211,1.7654911680117478,3.3181818181818183,1.9853358510736772,2.9444444444444446,1.4741786236338816,3.823529411764706,1.7405205441780578,4.5625,1.3647344063956182,codiciar
codicioso,4.380952380952381,1.8296499795368097,3.5238095238095237,1.9651729597938097,2.8823529411764706,1.763602596291766,4.444444444444445,2.0926263324636487,3.869565217391304,1.81669900008697,4.35,2.158825216591069,,,3.5555555555555554,1.9470104450676722,4.7368421052631575,1.4469164631940532,codicioso
cohibición,4.380952380952381,1.9615348703551125,5.090909090909091,1.8493007921680622,3,2.1213203435596424,5.2272727272727275,1.9744033018277696,4.260869565217392,1.572993420328024,4.1,1.8324559303956278,3.7142857142857144,1.901127485016645,3.888888888888889,1.9063018984684914,4.571428571428571,1.5675276256394521,cohibicion
cohibido,4.85,1.755442664221313,4.65,2.1095023109728985,2.7916666666666665,1.6675722177612806,5.181818181818182,1.5625487005397434,4.92,1.6812693617224659,2.9545454545454546,1.4631106043948425,3.727272727272727,1.9069251784911847,4.2,1.9084300519426678,4.526315789473684,1.86691727641025,cohibido
cohibirse,4.409090909090909,1.9188064472004938,5.090909090909091,1.8233692233542078,3.25,2.022895267471328,5.818181818181818,1.5927324121761746,4.541666666666667,1.7440374613713623,3.857142857142857,2.056349053193895,4.05,1.6693837501494848,4.526315789473684,1.7116730299340204,4.904761904761905,1.841324574993825,cohibirse
cólera,3.739130434782609,2.2606795298668256,4.863636363636363,2.0070223038468034,2.2,1.823819012257983,3.8095238095238093,2.5222816579249754,5.55,2.0384462607326053,2.9130434782608696,1.928566200298244,,,3.6315789473684212,2.2412924425129126,4.666666666666667,2.057506581601462,colera
colérico,5,1.4577379737113252,5.222222222222222,2.2110831935702664,2.4705882352941178,1.7362908403700519,5.2,2.3305748105067177,5.35,1.8144159564878977,3.1052631578947367,1.8527678046673026,4.3,1.866604008973459,3.0588235294117645,1.8864844365675972,4.388888888888889,1.7197431028701005,colerico
cómoda,3.4761904761904763,1.9904534061124772,4.090909090909091,1.8233692233542071,5.857142857142857,1.4242792663559445,4.190476190476191,1.8060744065250363,4.304347826086956,2.0765964857012733,3.5238095238095237,2.27198256197198,,,3.8095238095238093,2.1358615970855324,2.4347826086956523,1.804693047597688,comoda
comodidad,4.16,2.2487033300697243,5.304347826086956,1.7948102611467833,6.35,0.6708203932499351,4.75,1.7733405882980469,4.043478260869565,1.7959110341795184,3.8095238095238093,1.9395630337539334,4.521739130434782,1.7547225944288773,5.35,1.843195166294831,3.5652173913043477,2.0410800829801707,comodidad
cómodo,3.739130434782609,2.0049346238343535,4.695652173913044,1.8692434689587816,6.045454545454546,0.8438727464026872,4.863636363636363,1.93453463200436,4.85,2.084403234046921,4.333333333333333,1.9927404479142843,,,5.3,1.5927467172350915,3.1,1.8035053587243286,comodo
compadecerse,4.8,1.8929694486000912,3.739130434782609,1.9121000188832795,4.3,1.9493588689617927,5.55,1.5035046776746244,4.869565217391305,1.7915038838941721,4.666666666666667,1.4259499757471628,4.55,1.932410548076104,4.85,1.6630662866176475,5.130434782608695,1.2899734960662401,compadecerse
compasión,5.6,1.3917047478769178,3.347826086956522,1.7217511078754546,4.904761904761905,2.047065262876636,6.0,1.1126972805283737,4.761904761904762,2.0224925687072846,5.636363636363637,1.0021621646864374,,,5.904761904761905,0.9436504599035559,5.428571428571429,1.7484687178050557,compasion
compasivo,5.166666666666667,1.711004451158459,4.260869565217392,1.8881783261398661,5.6,0.9947229183096788,5.85,1.5985190514644279,4.304347826086956,2.00985713216129,5.095238095238095,1.2208506012105629,,,5.5,1.3954814298487213,5.545454545454546,1.1009637651263615,compasivo
complacencia,4.954545454545454,1.9390049664042281,4.428571428571429,1.3627702877384942,4.611111111111111,1.092158622873225,4.611111111111111,1.9444911292248124,4.285714285714286,1.901127485016645,4.2105263157894735,1.750522060809322,2.9,2.0235456115702615,4.7894736842105265,1.5484381869204367,5.045454545454546,0.998917162649386,complacencia
complacerse,4.545454545454546,1.9204977709728506,5.909090909090909,1.2309149097933283,5.9,1.3726654823065185,5.409090909090909,1.532476704059429,4.875,1.541103500742244,4.714285714285714,1.927248223318863,4.130434782608695,2.0069050760286906,4.95,1.5035046776746235,4.904761904761905,1.5461164867099082,complacerse
complacido,4.090909090909091,1.715728108915554,4.55,1.932410548076104,4.619047619047619,1.8021151593666394,5.142857142857143,1.236354087052503,4.769230769230769,1.795721410635677,4.217391304347826,1.8818878755878592,,,4.523809523809524,1.9136103997169231,4.65,1.4244112357114618,complacido
complaciente,5.208333333333333,1.841057509591482,3.909090909090909,1.7970635017820682,4.722222222222222,1.0178151661369068,4.842105263157895,2.0347852164769096,3.8260869565217392,1.8003073957987252,4.190476190476191,1.9395630337539334,3.65,1.6311119875071343,5.35,1.1821033884786174,4.695652173913044,1.3292096971404972,complaciente
comprendido,4.086956521739131,2.0206444399174166,3.217391304347826,1.704446637451859,6.2272727272727275,0.7516216235148278,5.5,1.8708286933869707,3.85,2.058998223459779,4.333333333333333,1.926173649372307,3.5217391304347827,2.107768428228199,6.15,0.9333020044867283,4.190476190476191,1.435933411375598,comprendido
comprensión,4.2272727272727275,1.7163587753985023,4.863636363636363,1.9097607565310761,6.095238095238095,1.3749458863810577,5.409090909090909,1.7087754152940704,4.375,1.5551457362156016,5.571428571428571,1.599106893594939,,,6.15,0.9333020044867283,5.571428571428571,1.7196345126633321,comprension
comprensivo,4.666666666666667,1.7981471945681573,4.136363636363637,2.030609914133343,6.142857142857143,0.9636241116594311,5.809523809523809,1.6315344807587608,4.956521739130435,1.8210451761548465,6.285714285714286,1.1019463300386805,3.8260869565217392,1.9920791768000377,5.857142857142857,1.0623424252901827,4.869565217391305,1.8902704911319617,comprensivo
condescendencia,3.3529411764705883,1.9981609191512901,3.9411764705882355,1.8530578861470477,4.3076923076923075,1.702185623672077,3.9166666666666665,2.108783937953269,3.411764705882353,1.3256518929102281,3.125,2.1252450839060106,2.5238095238095237,1.3645163106041502,4.5,1.6052797503622467,4.357142857142857,2.023216892329291,condescendencia
condescender,4.0588235294117645,1.8530578861470477,3.5384615384615383,1.8980421761815784,3.3333333333333335,2.23606797749979,3.8,2.250925735484551,3.5,1.786703022974913,4.666666666666667,1.5569978883230466,2.75,1.2880570286640687,5.230769230769231,1.423250162705428,4.571428571428571,1.3985864135061363,condescender
condescendiente,3.5,1.6052797503622467,2.6,1.5055453054181622,3.5833333333333335,1.7816403745544227,2.5714285714285716,1.741541567969893,2.625,1.746424919657298,3.75,1.7320508075688772,2.764705882352941,1.7510501051050011,4.0,2.0380986614602725,3.411764705882353,2.0018373912924274,condescendiente
condolecer,3.2142857142857144,1.7177163475234933,2.923076923076923,2.325995788959303,3.2222222222222223,2.0452399702596544,4.533333333333333,1.3020130933435716,3.8181818181818183,1.789822115033559,2.8125,1.42448821218944,3.875,2.0615528128088303,4.647058823529412,2.0898916380577077,4.266666666666667,1.486446705914413,condolecer
condolencia,4.15,1.3869694338832115,3.0476190476190474,1.9868616075658234,3.4444444444444446,1.9165600993392005,4.7894736842105265,2.097060041752131,5.0,1.5735915849388864,3.3157894736842106,1.6684201302412267,3.909090909090909,2.286796280703034,4.473684210526316,2.1951568167883586,3.8260869565217392,2.081349516606156,condolencia
condolerse,3.888888888888889,2.0832352918107335,4.2105263157894735,1.8432744827381107,3.9166666666666665,1.831955405041456,4.157894736842105,2.1670040223194187,5.0625,1.4361406616345072,3.3529411764705883,1.8351149988007642,3.9444444444444446,1.8620741825818619,4.214285714285714,2.0448272986535274,4.764705882352941,1.7863864281247313,condolerse
confiado,5.36,1.7291616465790582,5.173913043478261,1.8501148345942673,4.8,1.361114094757441,5.95,1.4317821063276361,4.130434782608695,1.9610838335908902,4.904761904761905,1.3749458863810566,3.4782608695652173,1.7286243931201823,5.8,1.0563093645728097,5.434782608695652,1.273009567789573,confiado
confianza,5.434782608695652,1.902775173183578,4.217391304347826,1.97614228736722,6.863636363636363,0.35125008665709884,6.045454545454546,1.29015586829738,4.65,1.7252002172135514,5.916666666666667,1.1000658741803755,,,6.315789473684211,1.0568628408301062,4.666666666666667,1.825741858350554,confianza
confiar,5.35,1.6311119875071336,3.869565217391304,2.0069050760286906,5.904761904761905,1.4458479140200717,5.7272727272727275,1.1204513623586059,3.761904761904762,1.757975025555309,4.954545454545454,1.7037010895686497,,,6.523809523809524,0.8135752957807649,5.523809523809524,1.6005951274150372,confiar
conformarse,4.045454545454546,1.863873915807068,3.857142857142857,2.1514114968019085,3.125,1.2618998788920721,3.9545454545454546,1.6176783106919361,3.769230769230769,2.025985040570484,3.9130434782608696,1.6763879860706166,,,3.2857142857142856,1.7647338933351153,4.45,1.8771478925557026,conformarse
conforme,3.869565217391304,2.0737394380483285,3.347826086956522,1.4336442963229916,4.863636363636363,1.2457720706244997,3.3181818181818183,1.9612038003023415,3.85,1.8431951662948316,4.041666666666667,2.0319013727063124,2.5454545454545454,1.4384936806479443,4.25,1.4823523268955432,4.25,1.6819474927657678,conforme
conformidad,4.5,1.9867985355975657,3.391304347826087,1.6986393066425682,3.2857142857142856,1.6775832957816772,4.409090909090909,1.5324767040594283,3.380952380952381,1.883512423006296,4.363636363636363,1.4653279998642441,2.9545454545454546,1.3965015038360864,4.285714285714286,1.8477785890862881,4.0,1.8708286933869707,conformidad
confort,4.45,1.9861361590045288,4.3478260869565215,1.9213796097448006,5.619047619047619,1.203170415036477,4.7727272727272725,1.7709781580707415,4.714285714285714,1.5537971921347116,4.454545454545454,1.7382879570557408,,,4.380952380952381,2.1325147238926743,4.0476190476190474,1.9868616075658234,confort
confortable,3.909090909090909,2.180194200810275,5.090909090909091,1.508991808147506,6.190476190476191,1.0304876330673547,4.818181818181818,2.2601382940486423,4.708333333333333,1.398109489606425,4.476190476190476,1.9395630337539334,4.545454545454546,1.8446130766633424,5.05,1.8771478925557026,4.3,1.3018205875255096,confortable
confortado,3.8636363636363638,2.076981659488791,4.545454545454546,1.1433981403515168,5.619047619047619,1.4992061391346583,5.25,1.860248992954834,4.583333333333333,1.3805061033726995,4.75,1.6503588126605426,3.0526315789473686,1.8700470644857612,4.7894736842105265,1.5839103288458471,4.2,1.542383664469075,confortado
confortar,4.05,1.932410548076104,3.857142857142857,2.056349053193895,5.2,1.2814465510343758,4.818181818181818,1.6223546566748686,4.0,1.5986105077709065,4.363636363636363,1.8138476479691696,3.6,1.6351404253232553,4.571428571428571,1.9383350734955136,3.789473684210526,1.6858544608470487,confortar
confundido,4,1.7994708216848747,4.619047619047619,2.0118695404073916,3.25,1.7257638510425513,5.181818181818182,1.6514456476895405,4.653846153846154,1.9171292641302553,2.608695652173913,1.5296800151066239,,,3.0476190476190474,1.7457431218879393,4.75,1.6819474927657678,confundido
confundirse,3.95,1.356271980175999,4.130434782608695,1.7659493410341123,3.238095238095238,1.6704718466577608,4.045454545454546,1.9875151446508401,3.5714285714285716,1.8860389330930734,3.4545454545454546,1.7922391615298476,3.347826086956522,2.1021351840487825,3.238095238095238,2.0224925687072846,4.666666666666667,1.7416467303484178,confundirse
confusión,4.173913043478261,1.5270939101039855,4.3478260869565215,1.8490463304135485,3.772727272727273,1.797665633982508,4.7727272727272725,1.7709781580707415,4.8,1.8524521444205841,2.8333333333333335,1.8097962092016273,4.0,1.4474937289114918,3.8,1.8806493839265088,4.761904761904762,1.6094956323259126,confusion
confuso,4.238095238095238,1.6704718466577608,4.045454545454546,1.430193883868388,2.9523809523809526,1.6874889770363088,5.380952380952381,1.774153050787628,4.434782608695652,1.6466518911393768,3.761904761904762,2.119074371152695,,,3.4761904761904763,1.8335497707738293,5.3478260869565215,1.3351436985029648,confuso
congoja,3.25,1.9598237397554634,4.333333333333333,1.614329769923297,3.909090909090909,1.9725387425622571,4.090909090909091,2.4271195048676715,5.538461538461538,1.126601424298216,2.75,1.2909944487358056,4.071428571428571,1.7304639535412154,3.5,1.8829377433825436,3.9166666666666665,1.9752253419585195,congoja
conmiseración,3.6666666666666665,3.055050463303893,2.8,2.16794833886788,5,1.7320508075688772,5.6,0.8944271909999143,4.5,1.6035674514745464,4.333333333333333,2.8867513459481287,1.6666666666666667,1.2110601416389966,2.5,1.224744871391589,5.25,2.0615528128088303,conmiseracion
conmiserativo,4,2.6457513110645907,4.6,0.5477225575051667,3.8,2.2803508501982757,4.75,2.6299556396765835,4.625,1.7677669529663689,3.6,2.302172886644268,2.6666666666666665,1.632993161855452,3.4,1.6733200530681513,3.5,2.3804761428476167,conmiserativo
conmocionado,4.95,1.4680814547887784,4.608695652173913,1.751340536814393,4.380952380952381,1.6575943555704598,5.954545454545454,1.646851909590299,4.714285714285714,1.647508942095828,3.727272727272727,2.0043243293728734,4.5,1.820930936000652,4.238095238095238,2.0224925687072846,5.05,1.1909748329127607,conmocionado
conmovedor,3.739130434782609,2.157805941741156,4,1.8586407545691703,5.136363636363637,1.0371873387954451,5.136363636363637,2.1886167526644065,5.2,1.361114094757442,3.9166666666666665,2.2050666295102532,4.7272727272727275,1.750695594595207,4.5,1.6059101370939324,4.7,1.750187959830841,conmovedor
conmoverse,5.05,1.431782106327635,4.478260869565218,1.9509802947933477,4.619047619047619,1.321975433818287,6.409090909090909,0.7963662060880891,5.285714285714286,1.6168752933623907,4.7272727272727275,1.750695594595207,4.434782608695652,2.232529893040664,4.571428571428571,1.660464650976605,5.190476190476191,1.3273676061682231,conmoverse
conmovido,4.909090909090909,1.508991808147506,5.2727272727272725,1.5175738212786565,4.571428571428571,1.6300744943538188,5.7727272727272725,1.5097088392205895,5.416666666666667,1.2128538629008958,4.571428571428571,2.0142350550873793,4.2272727272727275,1.659943148246727,4.6,1.5008769366431645,5.238095238095238,1.091089451179963,conmovido
consentido,4.28,2.3007245235649862,3.739130434782609,1.6574183458386504,3.3684210526315788,2.0872769692110413,4.0,1.9148542155126762,2.5652173913043477,1.342524316912724,3.5238095238095237,2.0154167712671147,2.75,1.7129537431920892,4.6,1.569445091341791,3.9565217391304346,1.9182914005002476,consentido
consolado,3.8636363636363638,1.88466125655197,3.7142857142857144,2.1480888515807983,4.625,1.5269321331121546,4.681818181818182,1.3587937099943999,4.730769230769231,1.7101506906162935,4.260869565217392,1.7637097087556366,,,5.238095238095238,1.4108423691100975,3.6,1.569445091341791,consolado
consolarse,4.173913043478261,2.103075105930782,3.9565217391304346,1.94184216355045,5.136363636363637,1.42412728649462,5.409090909090909,1.532476704059429,4.55,1.6693837501494848,3.5,1.933683126777138,3.8636363636363638,1.5521246435421698,5.55,1.7312909694943348,4.428571428571429,1.6903085094570336,consolarse
consternación,4.461538461538462,1.2659242088545832,3.875,2.276693508870558,2.9444444444444446,1.161754364146905,4.6,1.9198214202665536,4.05,2.3050288273114594,3.111111111111111,1.7452081921613043,3.3529411764705883,1.6560939160637989,3.6923076923076925,1.5483655567842813,3.5,1.9778181680534621,consternacion
consternado,4.1,1.99736668746891,3.588235294117647,2.0328189641914673,3.7857142857142856,1.8050600428356278,5.222222222222222,2.016273661268277,4.9523809523809526,1.883512423006296,2.8947368421052633,1.7605156076213475,3.9523809523809526,2.178903175365773,3.2941176470588234,1.829094922439543,5.333333333333333,1.3165611772087658,consternado
consternarse,3.8823529411764706,1.5363248737318087,3.6666666666666665,2.0579830217101063,3,1.5689290811054724,4.777777777777778,1.8959881966484031,5.0,1.3165611772087666,3.35,1.4608937423083823,3.3157894736842106,2.109571614726748,3.235294117647059,1.6019289842524966,4.0,1.7320508075688772,consternarse
consuelo,3.772727272727273,1.5409279264322764,3.380952380952381,2.0365704131257156,4.375,1.8838558977475588,4.7272727272727275,1.6954229190555596,4.230769230769231,1.8397324220156,4.304347826086956,1.9172608920184133,4.173913043478261,2.1458665109936246,5.285714285714286,1.736169840276497,3.75,1.4823523268955432,consuelo
contento,5.76,1.6401219466856718,5.956521739130435,1.2239377906638136,6.3,0.864504725870619,6.75,0.4442616583193193,5.782608695652174,1.412815427021534,5.142857142857143,1.9309509130403673,,,5.2,2.1423056934551914,5.304347826086956,1.5206094056091048,contento
contrariado,4.363636363636363,2.1279423225591727,3.6666666666666665,1.957890020745122,3.5,1.7511900715418263,3.6666666666666665,1.970368732287556,4.105263157894737,1.7917941611104422,3.1,1.7137217117324384,3.7,1.6254554017744978,3.263157894736842,1.521771820505364,4.818181818181818,1.6800329825663607,contrariado
contrariarse,3.857142857142857,1.8784492084087414,3.3157894736842106,1.8871681188415435,2.6315789473684212,1.7065405655167962,3.1052631578947367,1.7286711930171252,3.652173913043478,2.0584348787847597,3.3529411764705883,1.868862503991005,3.6666666666666665,1.5916448515084431,3.8421052631578947,1.863782232592187,4.521739130434782,1.8797863809339252,contrariarse
contrariedad,3.090909090909091,1.6877454928053721,3.4285714285714284,1.886038933093073,3.2,1.8238190122579827,3.8,2.015727634065883,3.6666666666666665,1.5788456616111675,3.4,2.112618729145617,2.3,1.4545753585442767,3.6842105263157894,2.001461454341895,4.666666666666667,1.7701224063135674,contrariedad
contrición,3,1.5811388300841898,2.142857142857143,1.2149857925879115,2,1.5,3.3333333333333335,2.422120283277993,3.6666666666666665,1.7320508075688772,2.3333333333333335,1.1547005383792517,3.52631578947368,1.86691727641025,2.7142857142857144,1.889822365046136,2.5,1.3142574813455419,contricion
contrito,5,#,1.5,0.7071067811865476,#,#,2.5,2.1213203435596424,2.5,1.7320508075688772,5,,4.5,2.1213203435596424,4.25,2.217355782608345,3.5,3.5355339059327378,contrito
conturbación,4.25,2.5,4.2,0.8366600265340751,2.25,1.2583057392117916,3.8,2.588435821108957,4.0,2,2.75,1.5,2.5714285714285716,1.2724180205607036,2.1666666666666665,0.9831920802501749,3.4285714285714284,1.3972762620115435,conturbacion
conturbado,4.6,2.0736441353327724,3.5714285714285716,1.8126539343499313,4,2.1213203435596424,3.0,1.0,4.714285714285714,1.976047040118707,3.6,2.4083189157584592,2.4,1.9493588689617927,3.0,1,4.833333333333333,1.940790217067952,conturbado
conturbarse,5,2.8284271247461903,4,2.1213203435596424,3,0,3.6,2.4083189157584592,4.5,2.6457513110645907,2.2,1.7888543819998317,3.0,2.449489742783178,4.0,2,3.0,1.9148542155126762,conturbarse
coraje,5.36,1.7048949136725895,4.217391304347826,1.857577154622519,5.5,1.3572417850765923,6.25,1.0699237552766379,5.478260869565218,1.8797863809339252,5.142857142857143,1.388730149658827,,,4.45,1.4680814547887784,5.608695652173913,1.1961730809233642,coraje
cuidadoso,5.304347826086956,1.7434235548768986,4.304347826086956,1.6077873731169026,5.681818181818182,0.7798878818298867,4.181818181818182,2.0150945537631877,3.1,2.0235456115702615,5.416666666666667,1.742478661005056,3.590909090909091,1.7636296692870672,4.4,1.9574419397183718,4.333333333333333,1.9832633040858025,cuidadoso
culpa,4.666666666666667,1.238278374733781,4.045454545454546,2.359928827160698,3.3333333333333335,2.2876479915697985,5.476190476190476,2.1123221255066094,5.695652173913044,1.3629774429099775,4.476190476190476,2.0885173597326796,,,4.619047619047619,1.9098740920854045,5.391304347826087,1.8766297265136733,culpa
culpabilidad,4.217391304347826,2.0661013294505457,4.130434782608695,2.05170323536517,3.1818181818181817,2.342899376665052,5.863636363636363,1.9097607565310761,5.9,1.2937094768634547,3.6666666666666665,2.239306310807699,4.55,1.932410548076104,4.85,1.496487114615601,5.714285714285714,1.764733893335116,culpabilidad
culpable,4.136363636363637,2.0070223038468025,4.681818181818182,1.9853358510736767,3.238095238095238,2.165750722146062,6.0,1.4142135623730951,5.625,1.3125646981983485,4.380952380952381,1.9868616075658234,,,3.9,1.8890264827766654,5.619047619047619,1.5644868320376009,culpable
culparse,4.523809523809524,1.7498299237082335,4.181818181818182,1.8162327215148664,3.0476190476190474,2.0609752661347125,5.619047619047619,1.7457431218879393,5.130434782608695,1.5755041855657435,4,2.04939015319192,,,4.190476190476191,1.9136103997169231,5.521739130434782,1.5335509956067594,culparse
