palabra,Action_Mean,Action_SD,BodyExp_Mean,BodyExp_SD,Evaluation _Mean,Evaluation _SD,Feeling_Mean,Feeling_SD,Interoception_Mean,Interoception_SD,Morality_Mean,Morality_SD,SenExp_Mean,SenExp_SD,SocInt_Mean,SocInt_SD,Thought_Mean,Thought_SD,palabra_noaccents
rendición,4.043478260869565,2.2049172499328367,3.772727272727273,2.1141657857644396,3.2222222222222223,2.1019754169815523,4.631578947368421,2.033347713495311,3.6956521739130435,1.8199596051634988,3.35,1.5312533566021216,3.3636363636363638,1.9650628136199264,2.526315789473684,1.5765088382115289,4.380952380952381,1.6575943555704598,rendicion
rendido,3.772727272727273,2.4286350895654123,4.136363636363637,2.1223404543873263,2.238095238095238,1.841324574993825,5.619047619047619,1.430950400125402,4.416666666666667,1.5012072436561836,3.761904761904762,2.0713464679952,3.45,1.5035046776746235,3.3,1.809332531771403,4.238095238095238,1.786190412715338,rendido
rendirse,4.5,2.1398475105532757,4.478260869565218,1.5335509956067594,3.1904761904761907,2.315578709935113,5.136363636363637,1.7537837882012643,3.9047619047619047,1.9210612146613626,3.227272727272727,2.223935126276719,,,3.0,1.816590212458495,4.714285714285714,2.0035682454774815,rendirse
reposado,3.1,1.7137217117324384,3.9130434782608696,2.10870583918325,4.428571428571429,1.3627702877384942,3.6363636363636362,1.7605587464118029,3.5,1.7917941611104424,3.1904761904761907,1.9395630337539334,2.8181818181818183,1.5625487005397438,2.2,1.4725559590832462,2.761904761904762,1.813966976126134,reposado
reposar,3.5454545454545454,1.7922391615298476,4.9523809523809526,1.5321941938341392,4.791666666666667,1.5030162910010305,3.6818181818181817,1.9367710889731522,3.230769230769231,1.9658625039954818,2.869565217391304,1.7400195355770358,2.909090909090909,1.9250007027603147,2.0952380952380953,1.300183137283433,3.15,1.7252002172135514,reposar
reposo,3.15,1.8144159564878983,4.086956521739131,2.1932342966135416,4.95,1.1459310165698637,3.3181818181818183,1.8615498825892272,4.095238095238095,1.8948551898433268,3.409090909090909,2.0391195791342542,,,2.0,1.3038404810405297,3.0952380952380953,2.188715648611347,reposo
repudiado,4.476190476190476,2.11232212550661,3.789473684210526,1.9882696935448683,2.5294117647058822,2.0346267181851667,4.6923076923076925,1.9741924671712983,4.238095238095238,1.8948551898433268,2.411764705882353,1.6224527546823886,4.2272727272727275,1.9744033018277696,3.789473684210526,1.9882696935448683,4.714285714285714,1.647508942095828,repudiado
repudiar,4.7368421052631575,1.7901615465016276,3.6666666666666665,1.5718104959867516,2.4705882352941178,2.0036730976765997,4.9523809523809526,2.0118695404073916,3.380952380952381,2.2907682221514793,3.35,1.6944180805158295,3.9444444444444446,1.6259738158018424,4.277777777777778,1.8086574662067325,4.352941176470588,1.9345922202943775,repudiar
repudio,4.277777777777778,1.9037287113808907,4.117647058823529,2.3152308994238693,2.8125,2.19753649950727,5.375,1.707825127659933,4.565217391304348,1.273009567789573,3.9411764705882355,2.2491828581535485,3.526315789473684,1.6789024540730166,3.642857142857143,2.1342317247536773,4.823529411764706,1.8451048113063615,repudio
repugnado,4.052631578947368,1.614988276893342,5.136363636363637,0.9902118361842995,2.7142857142857144,2.02837021134844,4.9,2.2219005615155596,4.15,2.084403234046921,2.380952380952381,1.5961262630566064,4.333333333333333,1.7416467303484178,2.7,1.688973528196155,3.8333333333333335,2.0364328674251486,repugnado
repugnancia,3.619047619047619,1.7457431218879393,3.909090909090909,2.4670995291191815,2.7142857142857144,1.7928429140015905,4.571428571428571,2.2928460168844436,5.304347826086956,1.7434235548768986,2.619047619047619,2.178903175365773,,,3.142857142857143,1.8244372909397104,4.391304347826087,1.9940623322705426,repugnancia
repugnante,3.4285714285714284,1.6604646509766046,4.181818181818182,1.9429080716523297,2.380952380952381,1.5644868320376006,4.380952380952381,2.085094493690645,4.695652173913044,2.0323471117426513,2.5714285714285716,2.1580414400893364,,,3.3333333333333335,1.8797162906495577,3.782608695652174,2.194135193877501,repugnante
repugnar,3.857142857142857,2.2200386097028644,3.6818181818181817,2.275885251864355,2.7,1.7800059136507322,4.35,2.1830688201896455,5.136363636363637,1.859222944326462,2.95,2.1144863753590246,,,3.5238095238095237,1.9136103997169231,4.0,2.0236694629405503,repugnar
repulsa,3.6315789473684212,1.7704527454797003,3.909090909090909,1.5782614139961386,2.473684210526316,1.954152872805093,4.4375,1.7114808402861736,4.55,1.9861361590045288,2.5555555555555554,1.3382263161373769,4.352941176470588,1.9345922202943775,3.2941176470588234,2.229481606852615,3.2941176470588234,2.1437323142813605,repulsa
repulsado,4.133333333333334,1.407463101097994,3.6875,1.8154430129677255,2.7058823529411766,2.229481606852615,4.875,2.0936411663256274,3.3333333333333335,1.877181270897812,3,1.620185174601965,4.052631578947368,1.649029485974716,3.5294117647058822,1.9078013215093814,3.3846153846153846,1.445594545418455,repulsado
repulsión,4.35,1.755442664221313,4.238095238095238,2.3217399058628834,2.5714285714285716,1.9639610121239313,4.666666666666667,2.0291986247835694,4.846153846153846,1.8480759225163381,2.238095238095238,1.445847914020071,,,3.9047619047619047,2.142539659020619,4.157894736842105,1.5370663939515448,repulsion
resentido,4.72,2.3007245235649862,3.9130434782608696,2.065144579536104,3.210526315789474,1.6525719808972872,5.947368421052632,1.6490294859747152,5.090909090909091,1.9250007027603153,3.619047619047619,1.6874889770363088,3.6363636363636362,1.5597757636597742,4.35,2.084403234046921,4.826086956521739,1.6692996330264187,resentido
resentimiento,4.48,2.293468988235943,4.304347826086956,1.8447661248342482,3.6666666666666665,1.909727421264462,5.631578947368421,1.9496588395520063,5.0,1.7320508075688772,4.238095238095238,1.7292993351285917,4.0,2.215646837627989,4.95,1.9049796241485242,5.695652173913044,1.2945614423669658,resentimiento
resentirse,4.421052631578948,1.4265650070355176,4.434782608695652,1.878734752107041,3.0476190476190474,2.0365704131257156,5.238095238095238,1.7292993351285928,4.904761904761905,1.9469145308606102,3.5,1.625686668105863,,,3.9523809523809526,1.7457431218879393,4.571428571428571,1.8322507626258089,resentirse
resignación,4.333333333333333,1.7701224063135674,3.1052631578947367,2.1054093516491506,2.9130434782608696,1.8808374217658008,4.904761904761905,1.7292993351285917,4.3076923076923075,1.7611185256928228,3.608695652173913,1.5591119393827022,3.6956521739130435,1.9172608920184133,3.0,1.70293863659264,4.55,1.7006190823220508,resignacion
resignado,4.136363636363637,1.8072724659645996,4.260869565217392,1.8881783261398661,3.05,1.9049796241485242,5.045454545454546,2.4393065510953007,4.75,1.51744244666721,3.0416666666666665,1.6544844636864109,3.772727272727273,1.6310037278231957,4.35,1.6630662866176475,4.55,1.5035046776746235,resignado
respetar,4.7272727272727275,1.8304779022564985,4.428571428571429,2.2264642052238024,6.333333333333333,1.0072203103706705,5.045454545454546,1.617678310691937,3.8076923076923075,2.078831032464751,6.3478260869565215,0.8316847989130768,,,6.380952380952381,1.1169686869465267,5.85,1.3869694338832106,respetar
respeto,5.409090909090909,1.7087754152940704,5.5,1.970013294613105,6.619047619047619,0.7400128699009553,6.0,1.7182493859684491,3.7083333333333335,1.9444271910897755,6.809523809523809,0.40237390808147827,,,6.5,0.7608859102526822,6.095238095238095,1.0442586798663407,respeto
respetuoso,5.190476190476191,1.9904534061124766,4.863636363636363,1.6986116051885984,6.142857142857143,0.7928249671720914,5.285714285714286,1.874642823122772,4.086956521739131,2.23429963560398,6.761904761904762,0.624880941040924,,,5.761904761904762,1.4800257398019105,5.086956521739131,1.7815479346563374,respetuoso
responsable,5.608695652173913,1.7251911734588252,3.6956521739130435,1.7434235548768995,6.2727272727272725,0.9351250581921516,4.181818181818182,2.038588765750502,3.7,2.1545545393788235,6.125,1.701980943029264,,,5.15,1.5985190514644279,4.523809523809524,1.8873009198071096,responsable
resquemado,3.6666666666666665,2.23606797749979,3.857142857142857,1.7478401113789144,3.0833333333333335,2.3532698077098573,3.7333333333333334,2.4043611170022654,5.714285714285714,1.1387288073563848,2.6470588235294117,2.059768690611528,2.6153846153846154,1.7097008285302209,3.3636363636363638,1.689540012709215,4.545454545454546,1.634847782739198,resquemado
resquemar,4,2.449489742783178,3.3333333333333335,1.7182493859684493,3.3,2.359378449224852,2.9166666666666665,1.97522534195852,4.0,2.0548046676563256,1.9285714285714286,1.439245834257849,3.857142857142857,2.2822776362202757,1.875,1.4577379737113252,3.3,1.7669811040931427,resquemar
resquemor,4.0625,1.691892431568863,3.357142857142857,1.7368026705655186,3,1.889822365046136,5.363636363636363,1.8586407545691706,4.7368421052631575,1.6945043609385506,3.5454545454545454,1.6949121725703877,3.2666666666666666,1.667618775665584,2.5833333333333335,1.3789543689024493,4.375,1.5438048235879214,resquemor
reticencia,3.4,1.6465452046971294,3,1.3416407864998738,3.625,1.7677669529663689,3.5,2.2038926600773587,3.2,1.2292725943057181,3.4444444444444446,2.3511226632776476,2.3333333333333335,1.6583123951777,3.875,1.246423454758225,3.9285714285714284,1.9792883614022532,reticencia
retracción,3.85,2.277463963548745,3.1666666666666665,1.5048939771136507,3.6153846153846154,1.3867504905630725,3.5,2.0701966780270626,3.857142857142857,1.95555000554213,2.7857142857142856,1.4238934396479703,2.0,1.224744871391589,3.2666666666666666,2.051712409068047,4.444444444444445,1.2472191289246475,retraccion
retraerse,3.6818181818181817,2.0560332505270256,3.761904761904762,1.578124263319017,3.4375,1.547847968417226,3.6875,1.8154430129677255,3.590909090909091,1.790426682561368,3.1052631578947367,1.5236920380774406,3.4761904761904763,1.6618979396776332,3.388888888888889,2.0332208262027454,4.7727272727272725,1.3777766140664454,retraerse
retraído,3.5555555555555554,1.5801050680710418,4.0588235294117645,2.164214298402948,2.611111111111111,1.4199788270537859,4.2105263157894735,2.1233869006435357,4.476190476190476,1.8873009198071096,2.8947368421052633,1.7917941611104422,3.3,1.6254554017744978,4.2631578947368425,2.0774478269463734,3.8181818181818183,1.9182423412211709,retraido
revuelto,3.5217391304347827,1.9038135226050255,4.136363636363637,2.076981659488791,3.227272727272727,1.9006720160390937,2.5454545454545454,1.5954480704349314,3.8,2.0416711421361615,2.6666666666666665,1.551063216458077,3.3636363636363638,1.8399134178763372,3.05,1.6050905860647502,3.4761904761904763,1.8335497707738293,revuelto
ridiculizar,5.4,1.8257418583505538,4.260869565217392,2.19953282858693,2.8,2.0416711421361615,3.5,2.064741604835056,3.5652173913043477,2.1705903461023883,2.9047619047619047,2.165750722146062,,,4.55,2.163695668842645,5.739130434782608,1.2142109785351374,ridiculizar
ridículo,5.42105263157895,1.76499872057788,4.7027027027027,1.94171838078293,3.62857142857143,2.22400955200174,5.70967741935484,1.39507582558791,4.87878787878788,2.19028502365525,4.51282051282051,2.25798926471499,,,5.4390243902439,1.91113553271092,4.36666666666667,2.28161064304074,ridiculo
risueño,4.85,1.3484884325167863,5.304347826086956,1.9641047604141233,5.857142857142857,0.9102589898327991,5.590909090909091,1.7904266825613686,4.238095238095238,1.6094956323259126,4.181818181818182,2.174229226018436,,,3.95,2.163695668842645,4.142857142857143,1.8784492084087414,risueno
romántico,4.260869565217392,2.2606795298668256,4.434782608695652,2.312536721212557,5.7272727272727275,1.4203225046854737,5.7272727272727275,1.931735419668473,4.5,1.9601288894248496,4.291666666666667,2.074255584995267,,,5.95,1.050062654772262,3.9,1.6827296120792614,romantico
rubor,4,1.9685019685029528,5.411764705882353,2.0328189641914673,3.466666666666667,1.5976172734359602,4.846153846153846,2.577018750615843,5.095238095238095,1.4458479140200717,3.4705882352941178,1.940285000290664,3.761904761904762,2.0713464679952,4.5625,1.547847968417226,3.625,1.746424919657298,rubor
ruborizado,4,1.9466570535691503,4.176470588235294,1.878672873255449,3.3076923076923075,1.8432134703923737,5.142857142857143,2.10702644491246,5.476190476190476,1.6618979396776323,3.25,1.6532795690182993,4.666666666666667,1.6803361008336117,4.2105263157894735,2.1750848608840028,3.1904761904761907,1.7210185245675778,ruborizado
ruborizar,4.823529411764706,1.7042334830374282,5.105263157894737,2.024701263070274,2.875,1.5864005379054391,5.1875,1.8337120820892248,4.9,1.9439514830419644,2.6470588235294117,1.6560939160637989,4.722222222222222,1.6379885640466818,4.4375,2.1281838892977896,4.176470588235294,1.5904124511289153,ruborizar
salvaje,4.285714285714286,2.0770858707058104,4.136363636363637,1.958995236763565,3.7142857142857144,1.8477785890862881,3.6666666666666665,1.9061304607327731,3.391304347826087,2.0613131391682122,2.761904761904762,1.6094956323259126,,,3.5238095238095237,1.7781745588959377,2.9130434782608696,1.8318655041504666,salvaje
satisfacción,5.52,1.584297951775486,5.434782608695652,1.6466518911393768,6.4,0.7539370349250504,6.25,1.118033988749895,5.869565217391305,1.455533261419612,4.761904761904762,1.813966976126134,,,5.4,1.6670175069329807,5.3478260869565215,1.4015801359431281,satisfaccion
satisfacerse,5.35,1.5652475842498519,4.608695652173913,1.751340536814393,6.142857142857143,0.9636241116594311,5.5,1.7113069358158484,4.761904761904762,1.6402671094904604,4.863636363636363,1.859222944326462,4.869565217391305,2.1384860368130223,3.9047619047619047,2.0713464679952,4.571428571428571,1.5675276256394521,satisfacerse
satisfactoria,5.12,1.7635192088548397,5.478260869565218,1.377400886300364,5.9,1.3337718577106994,5.8,1.6091841672756193,5.304347826086956,1.769303473858765,4.476190476190476,2.0400746951777924,4.590909090909091,1.6521008532886934,5.1,1.8035053587243277,4.869565217391305,1.486434043611725,satisfactoria
satisfecho,4.181818181818182,1.9182423412211709,4.857142857142857,2.2646349437760223,5.791666666666667,1.2503622663458183,5.545454545454546,1.654064912852799,5.5,1.47648230602334,4.913043478260869,1.534839152907054,,,3.857142857142857,1.9309509130403673,4.9,1.7137217117324384,satisfecho
seducción,5.571428571428571,1.247855302966997,5.409090909090909,1.2968493288806469,4.666666666666667,1.6227548592850782,5.476190476190476,1.6005951274150372,4.565217391304348,2.149547245278362,4.238095238095238,1.786190412715338,,,5.9523809523809526,1.283596138829908,3.739130434782609,1.9590672944112,seduccion
seducido,4.818181818181818,1.789822115033559,4.714285714285714,2.239260081876537,4.2272727272727275,1.4119158946291717,4.954545454545454,1.617678310691937,5.24,1.7860571099491744,2.8260869565217392,1.8986160967936496,4.9,1.8890264827766654,5.333333333333333,1.4605934866804424,3.9473684210526314,1.8700470644857616,seducido
seguridad,4.809523809523809,1.6917165134574887,4.954545454545454,1.8638739158070687,6.333333333333333,1.4259499757471619,5.476190476190476,1.4703417160322831,4.956521739130435,1.718304155253217,5.619047619047619,1.5321941938341392,,,4.523809523809524,1.7781745588959377,4.086956521739131,2.043015673820997,seguridad
seguro,5.92,1.4696938456699074,5.826086956521739,1.3021720984236473,6.15,1.3088765773505306,6.0,1.4142135623730951,4.956521739130435,2.1208544776610716,5.380952380952381,1.321975433818287,,,5.4,1.788854381999831,5.173913043478261,1.7228985595908768,seguro
sensibilidad,5.2,1.8806493839265097,4.913043478260869,1.85651294533745,5.857142857142857,0.853563956930837,6.136363636363637,1.283427499777899,5.333333333333333,1.8797162906495575,5.454545454545454,1.844613076663343,,,4.714285714285714,2.1480888515807983,4.904761904761905,1.9210612146613626,sensibilidad
sensibilizarse,4.863636363636363,1.61231730734589,4,2.0976176963403033,5.083333333333333,1.3160106602801576,5.909090909090909,1.0192943828752523,4.923076923076923,1.9374844912530662,4.782608695652174,1.8329440238224415,4.95,1.5719582155957412,4.809523809523809,1.8873009198071096,5.55,0.9986833437344562,sensibilizarse
sensible,4.590909090909091,2.062340115802132,5.571428571428571,1.660464650976604,4.958333333333333,1.6010639578422379,6.136363636363637,1.5521246435421707,5.653846153846154,1.4681228202655983,5.043478260869565,1.4295028019803118,5.2727272727272725,1.5175738212786565,4.619047619047619,1.5321941938341392,4.75,1.6181535936466533,sensible
sensual,4.6,1.6982963599783725,6,1.2792042981336627,4.571428571428571,1.8860389330930734,4.7727272727272725,1.9255628288353015,5.0476190476190474,1.6874889770363088,4.136363636363637,1.9097607565310755,,,4.333333333333333,2.1525179054617256,3.9523809523809526,2.201730920802778,sensual
sensualidad,4.818181818181818,1.8162327215148664,6.045454545454546,1.1329385612423057,5.571428571428571,1.6903085094570327,4.954545454545454,2.1264160039007005,5.083333333333333,1.6396358733272003,3.8095238095238093,2.27198256197198,5.94117647058824,1.3470771157559,5.55,1.3562719801760001,4.285714285714286,1.5212776585113297,sensualidad
sentimental,4.636363636363637,1.9406786870148713,4.714285714285714,1.9784553859730356,5.083333333333333,1.1389036172018085,6.136363636363637,1.42412728649462,5.576923076923077,1.6043210881385783,5.043478260869565,1.5805137504669224,4.85,1.6944180805158295,5.428571428571429,1.599106893594939,5.15,1.5985190514644279,sentimental
sentimiento,4.714285714285714,1.7928429140015905,5,2.047065262876636,6.285714285714286,0.845154254728518,6.523809523809524,1.4359334113755968,6.6521739130434785,0.7140598174697294,5.380952380952381,2.0365704131257156,,,6.190476190476191,0.8135752957807649,4.956521739130435,2.2254368492411714,sentimiento
sentir,5.6,1.5811388300841898,5.391304347826087,1.305203935120089,6.15,0.745159820370593,6.3,1.525226471535846,6.217391304347826,1.7309094230577289,5.095238095238095,1.9724290077151554,,,5.95,1.3562719801760001,5.521739130434782,1.8307863491206402,sentir
serenarse,4.2727272727272725,1.9069251784911847,3.526315789473684,2.2452028132252595,4.913043478260869,1.928566200298244,5.318181818181818,1.2867960816866653,5.115384615384615,1.5576115838532556,4.590909090909091,1.053750259971313,3.217391304347826,1.7826568970635437,3.5238095238095237,1.9651729597938097,4.75,1.292692009559488,serenarse
serenidad,4.2272727272727275,1.998375964003394,3.5454545454545454,1.9694638556693236,5.416666666666667,1.471960144387975,5.045454545454546,1.4953028910326958,4.769230769230769,1.7276039432159749,5.434782608695652,1.6466518911393768,,,4.095238095238095,1.813966976126134,5.086956521739131,1.6763879860706166,serenidad
sereno,4.72,1.5684387141358118,4.695652173913044,1.8199596051634988,5.7,0.92338051687664,5.05,2.139232523470435,4.136363636363637,2.166749915150614,5.190476190476191,1.3645163106041494,,,3.15,2.058998223459779,4.695652173913044,1.2589599823481883,sereno
seriedad,4.608695652173913,2.083247692574409,4.3478260869565215,1.747951935374496,4.363636363636363,1.705605730844883,4.545454545454546,1.9694638556693236,3.05,1.8771478925557026,4.75,2.026991774076529,3.1818181818181817,1.3675269175156555,5.1,1.5183093090324955,4.428571428571429,1.7484687178050564,seriedad
severo,3.909090909090909,2.04494943258218,3.727272727272727,1.5790840679034457,3.473684210526316,2.0102078679864475,3.764705882352941,2.3592745644770208,3.625,1.8371173070873836,4.476190476190476,1.6618979396776332,3.5,2.1547290184283368,3.2222222222222223,1.6647047275914608,4.904761904761905,1.6402671094904604,severo
shock,3.9130434782608696,2.2746237147005792,5.260869565217392,1.7113894223527006,3.4545454545454546,2.344746361088017,4.5,2.262531241562781,5.9,1.2096106376585978,3,1.978141420187361,4.260869565217392,2.240482726077084,4.0,1.7471781760734562,4.619047619047619,2.0118695404073916,shock
simpatía,4.5,1.8451996923807203,5.0476190476190474,1.9358768162305804,5.583333333333333,1.2481870911416906,5.7272727272727275,1.2792042981336629,5.0,1.8973665961010275,5.739130434782608,1.3217547325894197,,,6.0,0.9486832980505138,5.35,1.5312533566021205,simpatia
simpático,4.619047619047619,2.085094493690645,4.7272727272727275,1.931735419668473,5.761904761904762,1.4458479140200717,5.095238095238095,1.6704718466577617,3.739130434782609,2.0718325508054636,5.428571428571429,1.6903085094570327,,,5.809523809523809,1.2497618820818466,4.521739130434782,2.1923330291431404,simpatico
simpatizar,5.409090909090909,1.7904266825613686,5.181818181818182,1.4019158196439487,6.1,1.0711528467275944,5.7727272727272725,1.8239626714491246,4.5,1.5603789952109879,5.761904761904762,1.75797502555531,4.45,1.9049796241485242,6.25,0.910465468000326,5.761904761904762,1.2611408289624886,simpatizar
sinceridad,5.409090909090909,1.4026875872882278,5.2727272727272725,1.8304779022564985,6.476190476190476,1.123345344008137,5.818181818181818,1.789822115033559,4.333333333333333,1.5227739752537617,6,1.6431676725154984,,,6.3,0.7326950970650482,6.095238095238095,0.7684244858645465,sinceridad
sincero,5.92,1.7058722109231985,4.391304347826087,2.230758746476238,6.35,1.3088765773505306,5.1,2.174009151193638,3.869565217391304,1.8660689801653043,6.142857142857143,1.0623424252901827,,,6.05,1.5719582155957421,5.478260869565218,1.4418915990459236,sincero
soberbia,4.2105263157894735,1.7819760370137492,3.55,1.8202082009311027,2.5555555555555554,1.947010445067672,4.578947368421052,2.2928824526173313,3.9565217391304346,2.099312893426306,3.5,1.9330913339165219,,,4.666666666666667,1.7126976771553508,4.478260869565218,1.9741411301072243,soberbia
soberbio,3.95,2.4165002967536595,3.238095238095238,1.757975025555309,2.4444444444444446,1.5038078030442361,4.8,2.015727634065883,3.9130434782608696,2.10870583918325,3.8,2.0672890969882065,2.9,1.8609561775433732,4.2105263157894735,2.097060041752131,4.565217391304348,2.0410800829801707,soberbio
sobrecogerse,4.2727272727272725,1.9069251784911847,4.045454545454546,2.214180977832978,4.0476190476190474,1.8296499795368097,4.684210526315789,2.1616000138515545,4.583333333333333,1.6396358733271996,4.473684210526316,1.7116730299340204,3.869565217391304,2.0069050760286906,4.111111111111111,1.9063018984684914,4.65,1.755442664221313,sobrecogerse
sobrecogido,3.75,1.943274501832843,3.75,1.8317377426626162,3.111111111111111,1.7111705277859943,4.2631578947368425,1.8511889651776021,5.090909090909091,1.6303400436745277,3.8095238095238093,1.6917165134574887,,,3.4761904761904763,2.0400746951777924,3.9047619047619047,1.9976176286957896,sobrecogido
sobrecogimiento,3.9545454545454546,1.9142889448832336,4.571428571428571,1.9123657749350302,4,1.970368732287556,4.578947368421052,1.8948992782873189,4.571428571428571,1.9639610121239317,3.2222222222222223,1.555088632070459,3.8,1.7044832524535805,4.7,1.6575187543592473,4.095238095238095,1.6402671094904604,sobrecogimiento
sobresaltado,4.954545454545454,2.0581376863394585,5.142857142857143,1.82443729093971,3.375,1.6100904646471967,4.7272727272727275,1.7232808737106584,5.269230769230769,1.8667124536509059,2.869565217391304,1.3586205512841107,,,3.1904761904761907,2.0644381225662256,4.65,1.3484884325167863,sobresaltado
sobresaltarse,5.090909090909091,1.411149174021653,5.5,1.535298947157477,3.7142857142857144,1.7928429140015905,4.818181818181818,2.2601382940486423,5.0,1.744556751977294,3.142857142857143,1.8244372909397104,4.818181818181818,1.7081419489459642,3.4,1.313893370663573,4.238095238095238,1.6704718466577608,sobresaltarse
sobresalto,4.130434782608695,2.201329099060734,4.913043478260869,1.7297672854057795,3.227272727272727,1.5409279264322764,3.727272727272727,2.1861429000000845,5.5,1.6059101370939324,2.6666666666666665,1.9927404479142845,4.15,1.8144159564878983,3.25,1.8883298106221302,3.55,1.932410548076104,sobresalto
sofocación,4.28,2.1315096371664226,4.695652173913044,1.9172608920184133,3.789473684210526,1.9882696935448683,4.2631578947368425,2.130260945496216,5.619047619047619,1.9098740920854045,2.9047619047619047,1.4800257398019097,4.409090909090909,2.0156315543200254,3.35,1.8144159564878983,4.086956521739131,1.8068818816921466,sofocacion
sofocado,3.5217391304347827,2.06418738616856,4.869565217391305,1.7400195355770354,3.090909090909091,2.0215291456172695,4.35,1.9808291724745768,5.5,1.877848713148555,2.652173913043478,1.668115312456598,4.5,1.7660825629193044,4.1,1.8035053587243286,3.05,1.7614288458371994,sofocado
sofocarse,4.142857142857143,1.7402791237532638,4.454545454545454,1.8702501163843026,2.6,1.9303667499917432,4.238095238095238,1.9724290077151547,5.217391304347826,1.3127528930087211,3,1.7888543819998317,4.954545454545454,1.29015586829738,3.5714285714285716,1.9639610121239317,3.5652173913043477,1.9499670616453952,sofocarse
sofoco,3.857142857142857,1.6518388022356867,4.666666666666667,2.0330600909302543,2.7,1.866604008973459,4.142857142857143,1.8784492084087414,5.434782608695652,1.6188123299764539,2.619047619047619,1.6575943555704598,4.782608695652174,1.756973682711022,3.3333333333333335,2.152517905461725,2.8636363636363638,1.8072724659646,sofoco
soledad,3.6818181818181817,2.1905938233048357,4.454545454545454,1.9204977709728506,3.2857142857142856,2.216818827573808,6.2727272727272725,1.4203225046854737,4.875,2.1531069562883753,3.238095238095238,1.9210612146613626,,,3.85,2.580799549711189,4.857142857142857,1.9566735620873064,soledad
solidaridad,6.2,1.0408329997330663,4,2.0670576365276494,6.45,0.6863327411532615,5.65,1.5312533566021205,4.521739130434782,1.7547225944288773,6.095238095238095,0.9436504599035559,,,6.7,0.47016234598162976,5.304347826086956,1.4596008983995226,solidaridad
solidario,4.5,1.9210612146613628,3.3333333333333335,2.37346441585572,5.625,1.4084373085707127,4.863636363636363,2.0539266585286633,4.5,2.1213203435596424,5.608695652173913,1.5591119393827029,4.086956521739131,2.0206444399174166,5.904761904761905,1.4108423691100975,4.9,1.7137217117324384,solidario
solitario,3.5,1.7660825629193044,3.3333333333333335,2.152517905461725,3.4166666666666665,1.717345440591042,4.681818181818182,1.8096662053792612,4.269230769230769,2.290112526627324,3.0869565217391304,1.6763879860706166,,,3.6666666666666665,2.3523038352503134,3.25,1.8317377426626162,solitario
solo,2.9545454545454546,2.3192213949487184,3.6363636363636362,2.3613042107609883,3.9523809523809526,2.0609752661347125,5.5,1.970013294613105,4.166666666666667,2.2586388102931196,3,2.1447610589527217,,,3.55,2.5848750351551657,4.0476190476190474,2.2243244025139517,solo
sombrío,2.8333333333333335,1.6179144164088315,2.533333333333333,1.7265434778633235,2.8666666666666667,1.245945806357946,3.4705882352941178,1.7719215226281728,3.1666666666666665,2.0364328674251486,2.5,1.4245742398014511,2.95,1.4680814547887784,2.1333333333333333,1.3557637102737476,3.0555555555555554,2.1549456720931977,sombrio
sorprendente,4.7,1.2607433062326865,5.3478260869565215,1.5257992138897967,5,1.70293863659264,5.545454545454546,1.7382879570557415,4.809523809523809,1.8335497707738293,3.5454545454545454,1.9694638556693236,4.3478260869565215,2.0362330562311715,3.9523809523809526,1.883512423006296,4.904761904761905,1.4108423691100964,sorprendente
sorprenderse,4.85,1.4608937423083823,5.608695652173913,1.529680015106624,5.190476190476191,1.4703417160322831,5.909090909090909,1.411149174021653,4.857142857142857,1.6518388022356867,3.727272727272727,1.9804236723685977,5.15,1.4608937423083812,4.095238095238095,2.0953463175513947,5.0,1.70293863659264,sorprenderse
sorpresa,4.7,1.3416407864998736,5.521739130434782,1.562910025252757,5.142857142857143,1.4242792663559445,5.409090909090909,1.8428521091243049,5.190476190476191,1.56904581255767,3.4545454545454546,2.017241698276156,,,3.8095238095238093,2.0644381225662256,4.619047619047619,1.774153050787628,sorpresa
sosegado,3.619047619047619,2.1089378956287566,3.5,1.9321835661585918,4.166666666666667,1.7856107630448044,4.6,1.465390194130093,5.08,1.9773719933285192,4.1,1.8324559303956278,3.272727272727273,1.608957609368435,3.142857142857143,1.878449208408742,3.8947368421052633,1.594948165026941,sosegado
sosegarse,4.045454545454546,1.7314258568692733,3.8823529411764706,2.1760730956581074,4.25,1.7507762253652943,4.35,1.496487114615601,5.130434782608695,1.6321861476416708,3.8947368421052633,1.4867838833500562,2.7777777777777777,1.7339365466222858,3.45,1.932410548076104,4.277777777777778,1.319784098009775,sosegarse
sosiego,3.2222222222222223,1.437135858965388,3.8125,2.372586492979058,4.761904761904762,1.5461164867099082,4.6,1.8180382718454353,4.739130434782608,1.7113894223527006,3.65,1.598519051464429,,,3.35,2.007223796297028,3.588235294117647,1.4602578338007541,sosiego
sospechoso,4.3,1.5252264715358448,3.4347826086956523,2.128296095183822,2.5714285714285716,1.9892568605242655,3.0454545454545454,1.5268165676232466,2.761904761904762,1.7292993351285917,2.590909090909091,1.943465018222936,,,3.4285714285714284,2.014235055087379,4.142857142857143,2.1044171232366047,sospechoso
suavidad,3.409090909090909,1.7636296692870672,4.523809523809524,2.1358615970855324,4.25,1.7997584378973221,3.5454545454545454,2.1095536139706073,3.6153846153846154,2.2816997712569123,3.5217391304347827,1.9275411849718922,5.086956521739131,2.043015673820997,2.5714285714285716,1.776835067512699,2.95,1.7910596686995397,suavidad
