palabra,mean_awe,mean_relief,mean_excitement,mean_amusement,mean_pleasure,mean_contentment,mean_serenity,sd_awe,sd_relief,sd_excitement,sd_amusement,sd_pleasure,sd_contentment,sd_serenity,palabra_noaccents
ingenuidad,2.04545,2.69565,2.55,1.90476,2.45,2.05,2.56522,1.21409,1.22232,1.2763,1.22085,1.05006,1.09904,1.37597,ingenuidad
ingenuo,1.88,2.05,1.77273,2.31818,2.1,2.05,2.45,1.26886,1.35627,1.10978,1.3934,1.29371,1.05006,1.09904,ingenuo
ingesta,1.25,2.4,2.0,2.36842,2.7,2.55,2.0,0.55012,1.3917,0.97333,1.42246,1.34164,1.39454,1.1239,ingesta
ingestión,1.52174,1.55,1.55556,1.95238,1.8,2.0,1.95,0.89796,0.82558,0.92178,1.16087,1.15166,1.18818,1.2763,ingestion
inglés,2.15,2.6087,2.85,2.61905,2.2,2.6,1.80952,1.30888,1.33958,1.26803,1.20317,1.32188,1.50088,1.16701,ingles
ingratitud,1.9,1.1,1.35,1.42857,1.25,1.34783,1.45455,1.41049,0.30779,0.58714,0.87014,0.55012,0.64728,0.73855,ingratitud
ingrato,1.4,1.2,1.2,1.4,1.45,1.15,1.45455,0.68056,0.52315,0.52315,0.68056,1.05006,0.48936,0.67098,ingrato
ingrediente,1.65,2.7,2.41667,2.22727,3.08696,2.7,2.38095,0.9333,1.30182,1.21285,1.15189,1.16436,1.26074,1.11697,ingrediente
ingresar,1.85714,2.31818,2.45,1.6,2.6,2.75,2.6,1.06234,1.21052,1.23438,0.99472,1.3917,1.61815,1.35336,ingresar
ingreso,2.85,3.05,2.55,2.09524,3.0,3.15,2.71429,1.56525,1.46808,1.57196,1.33809,1.38013,1.30888,1.10195,ingreso
inhabilitación,1.45,1.6,1.45,1.1,1.4,1.7,1.54545,0.82558,0.99472,0.94451,0.30779,0.82078,0.92338,1.01076,inhabilitacion
inherente,2.55,2.29412,2.17647,1.76471,2.16667,1.73684,2.25,1.2763,1.15999,1.18508,1.25147,1.20386,0.99119,1.23828,inherente
inhibición,1.84211,2.4,1.75,1.54545,2.2,2.3,2.08333,1.06787,1.35336,1.11803,1.01076,1.39925,1.38031,1.31601,inhibicion
inhumano,1.3,1.45,1.65,1.2,1.5,1.1,1.2,0.57124,1.05006,1.1821,0.41039,1.10024,0.30779,0.41039,inhumano
iniciación,2.4,2.85,3.42857,2.9,3.2,3.0,2.4,1.31389,1.13671,1.20712,1.11921,1.32188,1.45095,1.31389,iniciacion
inicial,2.38095,2.26087,2.8,2.15,2.3,2.25,2.3,1.35927,1.13688,1.36111,1.03999,1.30182,1.25132,0.97872,inicial
iniciar,2.35,2.7,3.35,2.33333,3.15,3.1,2.09091,1.26803,1.45458,1.1821,1.27802,1.30888,1.44732,1.26901,iniciar
iniciativa,4.04,2.8,4.15,3.3,3.6,4.0,2.53846,1.09848,1.44338,1.08942,1.34164,1.09545,1.29777,1.39229,iniciativa
inicio,2.75,2.85,3.35,3.13636,2.75,3.2,2.5,1.35935,1.38697,1.30888,1.39029,1.58529,1.54238,1.0,inicio
ininterrumpida,2.47368,2.21053,2.4,2.5,2.8,2.7,2.4,1.30675,1.13426,1.23117,1.10024,1.23969,1.30182,1.14248,ininterrumpida
injuria,1.66667,1.55556,1.36842,1.25,1.77778,1.26316,1.57895,1.13759,1.14903,0.59726,0.71635,1.11437,0.93346,0.76853,injuria
injuriar,1.125,1.45,1.16667,1.72222,1.42105,1.14286,1.26316,0.34157,0.68633,0.5145,0.95828,1.01739,0.53452,0.45241,injuriar
injusticia,1.85,1.05,1.25,1.05,1.08696,1.4,1.31818,1.34849,0.22361,0.91047,0.22361,0.2881,1.09545,0.8937,injusticia
injusto,1.31818,1.7,1.9,1.17391,1.25,1.2,1.69565,0.8937,1.38031,1.44732,0.49103,0.71635,0.52315,1.25896,injusto
inmaduro,1.36,1.25,1.55,2.0,1.2,1.5,1.25,0.7,0.55012,0.99868,1.14018,0.40825,1.10024,0.55012,inmaduro
inmediato,2.05,2.8,2.8,2.85,3.2,2.5,2.1,1.23438,1.36111,1.32188,1.03999,1.36111,1.27733,1.20961,inmediato
inmensa,3.25,2.8,2.90909,2.95,2.65,2.5,2.75,1.29269,1.28145,1.54023,1.31689,1.26803,1.14708,1.16416,inmensa
inmensidad,3.95238,2.68182,2.65,2.25,2.75,3.73684,3.36364,1.07127,1.3934,1.46089,1.29269,1.29269,1.32674,1.43246,inmensidad
inmersión,2.55556,2.63158,2.75,2.14286,2.27778,1.95,2.26316,1.29352,1.16479,1.20852,1.31475,1.22741,1.23438,1.14708,inmersion
inmerso,2.4,2.35,2.75,2.05,2.90909,2.80952,2.77273,1.23117,1.03999,1.11803,1.31689,1.34196,1.16701,1.34277,inmerso
inmigración,3.0,2.55,2.5,1.8,1.95,2.35,2.08696,1.29777,1.05006,1.10024,1.36111,1.19097,1.22582,1.20276,inmigracion
inmigrante,2.7,2.3,2.2,1.73913,2.6,2.79167,2.0,1.34164,1.08094,1.10501,1.13688,0.82078,1.38247,1.07606,inmigrante
inminente,1.84211,1.6,2.75,2.44444,2.40909,2.33333,1.68421,1.16729,0.88258,1.29269,1.54243,1.22121,1.08465,0.74927,inminente
inmoral,1.65,1.21739,1.5,1.52174,1.05,1.7,1.65,1.26803,0.42174,1.0,0.89796,0.22361,1.21828,0.98809,inmoral
inmortal,3.25,3.3,2.75,2.75,3.15,2.5,2.61905,1.48235,1.71985,1.58529,1.48235,1.46089,1.31789,1.39557,inmortal
inmortalidad,3.25,3.0,2.9,2.45,2.92,2.5,2.68182,1.40955,1.48678,1.29371,1.31689,1.46969,1.31789,1.35879,inmortalidad
inmóvil,1.55,1.5,1.35,1.36364,1.55,1.45,2.35,0.88704,0.88852,0.58714,0.58109,0.75915,0.75915,1.22582,inmovil
inmovilidad,1.45,1.5,1.21739,1.14286,1.25,1.54167,2.0,0.75915,0.82717,0.51843,0.47809,0.55012,0.83297,1.25656,inmovilidad
inmueble,1.7,2.25,1.9,1.9,1.55,1.73684,2.35,1.17429,1.25132,0.91191,1.16529,0.75915,0.87191,1.13671,inmueble
inmune,2.95,4.21739,2.95,2.45,2.88,3.43478,3.4,1.43178,1.27766,1.60509,1.2763,1.45258,1.27301,1.44338,inmune
inmunidad,3.2,3.9,3.5,2.27273,3.6,3.7,3.85,1.60918,1.37267,1.5353,1.3159,1.46539,1.38031,1.13671,inmunidad
inmutable,2.38889,2.05,2.1,1.3,1.625,1.75,2.27778,1.46082,1.23438,1.11921,0.7327,0.82423,0.91047,1.27443,inmutable
innata,3.41667,2.7,2.5,2.15,3.15,2.6,2.3,1.1389,1.30182,1.26303,1.26803,1.34849,1.14248,0.8645,innata
innecesario,1.1,2.0,1.6,1.26087,1.55,1.4,1.8,0.30779,1.29777,0.99472,0.54082,0.75915,0.68056,1.15166,innecesario
innegable,2.35,2.25,2.55,1.75,1.85,2.61905,1.86364,1.08942,1.48235,1.31689,1.06992,1.13671,1.43095,0.88884,innegable
innovación,3.77273,3.15,4.25,3.2,3.3,3.8,2.85,1.30683,1.30888,0.91047,1.28145,1.55935,1.36111,1.03999,innovacion
innovador,4.0,2.8,3.95,3.3,3.6,3.78261,2.77273,1.02598,1.73509,1.19097,1.38031,1.18766,1.44463,1.54093,innovador
innovadora,4.45,3.35,4.25,2.95238,4.1,3.3,2.5,0.68633,1.49649,0.96655,1.49921,1.02084,1.41793,1.23544,innovadora
inocencia,3.25,3.3,2.7,3.14286,2.75,2.65,3.15,1.53934,1.30182,1.30182,1.42428,1.37171,1.49649,1.42441,inocencia
inocente,2.25,3.25,2.6,2.3,3.0,2.75,3.22727,1.33278,1.55174,1.42902,1.30182,1.25656,1.44641,1.26986,inocente
inodoro,1.47826,2.4,1.3913,1.5,1.6,1.65,1.63158,0.84582,1.50088,0.83878,0.82717,0.94032,0.9333,1.01163,inodoro
inofensivo,2.8,4.0,2.15,2.45455,2.9,2.95,3.47826,1.54238,1.07606,1.13671,1.26217,1.44732,1.23438,1.3774,inofensivo
inolvidable,3.22727,3.05,4.0,3.5,3.5,3.7,3.13043,1.41192,1.57196,1.02598,1.46898,1.53897,1.41793,1.17954,inolvidable
inquebrantable,3.6,2.52381,2.47368,1.75,2.77778,3.15789,2.72727,1.46539,1.28915,1.30675,1.11803,1.3528,1.25889,1.51757,inquebrantable
inquietante,2.55,1.75,2.8,1.3,1.85185,1.55,1.65,1.43178,1.20852,1.47256,0.7327,1.02671,0.82558,0.9333,inquietante
inquietar,1.95,1.4,1.8,2.15,1.15,1.7,1.25,1.31689,0.68056,1.05631,1.1821,0.36635,0.8645,0.55012,inquietar
inquieto,2.5,1.4,2.2,2.14286,1.85,1.9,1.63636,1.23544,0.59824,1.23969,1.15264,0.74516,1.11921,0.95346,inquieto
inquietud,2.6,1.2,2.85,2.0,1.45,2.1,1.59091,1.42902,0.41039,1.59852,1.22474,0.68633,1.48324,1.14056,inquietud
inquisición,1.47368,1.21053,1.36364,1.05,1.5,1.15,1.45,0.90483,0.5353,0.65795,0.22361,1.0,0.36635,0.75915,inquisicion
inquisidor,1.66667,1.38889,1.84211,1.05,1.3125,1.27778,1.38095,1.08465,0.77754,1.11869,0.22361,0.70415,0.57451,0.66904,inquisidor
insaciable,2.5,1.2,2.56522,2.19048,2.26316,1.94737,2.0,1.19208,0.41039,1.19947,1.32737,1.14708,1.31122,1.02598,insaciable
insatisfacción,1.65,1.6,1.35,1.45,1.21739,1.55,1.4,1.08942,1.09545,0.9333,1.23438,0.51843,1.2763,0.94032,insatisfaccion
inscribir,2.0,2.55,2.55,2.38095,1.91304,2.5,2.15,1.1239,1.23438,1.09904,1.11697,1.12464,1.23544,1.08942,inscribir
inscripción,2.25,2.25,2.85,1.85,2.0,3.0,2.0,1.25132,1.11803,1.1821,1.13671,1.21395,1.33771,1.21395,inscripcion
insecto,1.75,1.61905,1.6,1.85,1.45,1.45,2.16667,1.20852,0.86465,0.94032,1.38697,0.82558,0.94451,1.30773,insecto
inseguridad,1.6,1.4,1.2381,1.55,1.2,1.4,1.54167,1.0463,0.99472,0.88909,1.23438,0.69585,0.94032,1.17877,inseguridad
inseguro,1.3,1.65,1.65,1.33333,1.1,1.5,1.28571,0.7327,1.13671,0.98809,0.65828,0.30779,1.10024,0.71714,inseguro
insensato,1.45,1.25,1.55,1.31818,1.29167,1.45,1.55,0.68633,0.44426,0.99868,0.64633,0.55003,0.82558,0.94451,insensato
insensible,1.3,1.45,1.2,1.52174,1.25,1.3,1.25,0.80131,0.60481,0.41039,1.08165,0.44426,0.80131,0.55012,insensible
inserción,2.31579,2.65,2.75,1.80952,2.33333,2.26316,2.0,1.24956,1.22582,1.40955,1.07792,1.32842,1.36797,1.10554,insercion
insertar,1.75,2.05,1.7,2.05,2.05,2.2,1.7,1.16416,1.2763,1.0311,1.14593,1.23438,1.15166,0.8645,insertar
insigne,3.1,2.35714,2.23077,1.44444,2.0,2.63636,2.18182,1.59513,1.39268,1.23517,0.70479,1.09545,1.28629,1.47093,insigne
insignia,2.7,2.65,2.7,2.55,2.83333,3.0,2.27273,1.26074,1.46089,1.41793,1.31689,1.40393,1.29777,1.2792,insignia
insignificante,1.6,1.8,1.45,1.21739,1.3,1.45,1.95,0.99472,1.19649,0.82558,0.67126,0.57124,0.88704,1.31689,insignificante
insistencia,2.5,2.15,2.29167,2.15,1.42857,2.15,1.6087,1.4327,1.38697,1.12208,0.98809,0.67612,1.26803,0.83878,insistencia
insistir,2.35,2.0,2.6,2.1,2.0,1.9,1.75,1.08942,1.1239,1.09545,1.20961,1.37649,1.02084,0.55012,insistir
insolencia,1.27778,1.45,1.47368,1.3,1.22222,1.26316,1.3,0.57451,0.68633,0.96427,0.7327,0.54832,0.73349,0.57124,insolencia
insolente,1.77273,1.45,1.44444,1.2,1.31579,1.0,1.64706,0.97257,0.94451,0.92178,0.52315,0.58239,0.0,0.93148,insolente
insólito,3.05263,1.65,2.61111,2.15789,2.6,2.25,2.0,1.39338,0.9333,1.28973,1.16729,1.3917,1.16416,0.97333,insolito
insomnio,1.25,1.45,1.35,1.6,1.2,1.25,1.2,0.44426,0.99868,0.81273,1.0463,0.52315,0.44426,0.61559,insomnio
insoportable,1.2,1.08696,1.25,1.2,1.15,1.21739,1.18182,0.69585,0.2881,0.44426,0.52315,0.48936,0.51843,0.6645,insoportable
insostenible,1.55,1.31818,1.55,1.36364,1.3,1.15,1.28571,0.82558,0.47673,0.88704,0.84771,0.7327,0.36635,0.46291,insostenible
inspección,2.47368,2.0,1.75,1.35,2.05,2.1,1.7,1.50438,1.21395,0.96655,0.81273,1.5035,1.07115,1.0311,inspeccion
inspeccionar,2.85,2.13636,2.40909,2.5,2.5,1.7,2.0,1.42441,1.12527,1.2596,1.40577,1.0,0.97872,1.02353,inspeccionar
inspector,2.6,2.0,2.25,1.47619,1.86957,2.05,2.25,1.27321,0.91766,0.96655,0.7496,1.28997,1.05006,1.33278,inspector
inspiración,3.95455,3.75,4.05,3.0,3.8,4.6,3.90909,0.99892,1.06992,1.2763,1.44914,1.15166,0.50262,0.92113,inspiracion
inspirado,3.65,3.43478,4.25,3.26087,3.5,3.9,3.31818,1.26803,1.34252,0.71635,1.38883,1.35724,1.20961,1.24924,inspirado
inspirar,3.6,3.4,4.2,3.05,3.63636,4.05,4.2,1.18766,1.3917,0.95145,1.31689,1.39882,0.75915,0.89443,inspirar
instalación,1.54545,2.15,2.04762,2.2,2.55,3.35,2.15,0.85786,1.03999,1.16087,1.19649,1.53811,1.42441,1.08942,instalacion
instalar,1.95,2.8,2.65,1.85,2.25,2.55,2.2,1.09904,1.05631,1.30888,1.1821,1.29269,1.23438,1.10501,instalar
instancia,1.88889,2.16667,1.94737,1.63158,1.64706,2.15789,2.5,1.2314,0.98518,1.12909,0.8307,0.86177,1.30227,1.23544,instancia
instantánea,2.0,2.95,2.5,2.25,2.8,3.4,2.6,1.21395,1.09904,1.50438,1.40955,1.15166,1.42902,1.14248,instantanea
instante,2.85,2.25,3.25,2.85,3.3,3.0,3.14286,1.38697,1.29269,1.37171,1.30888,1.34164,1.07606,1.31475,instante
instar,1.85714,2.0,1.875,1.55556,1.95652,2.6,1.84615,0.94926,0.96609,1.08781,0.85559,1.10693,0.98561,1.06819,instar
instauración,2.15,2.6,2.15789,1.6,1.95,2.16667,1.85,1.22582,1.31389,1.38497,0.75394,0.94451,1.15045,0.9333,instauracion
instaurar,1.85,2.13636,2.04545,2.2,2.1,2.54545,1.9,1.13671,1.12527,1.29016,1.32188,1.11921,1.405,1.02084,instaurar
instintiva,3.0,2.8,2.85,2.54545,3.1,2.35,2.75,1.41421,1.23969,1.03999,1.405,1.48324,1.30888,1.29269,instintiva
instinto,3.35,3.2,3.25,2.45,3.95,3.0,2.5,1.42441,1.19649,1.44641,1.35627,0.88704,1.21395,1.05131,instinto
institución,2.35,1.95,2.05,1.7,1.8,2.0,1.85714,1.30888,1.05006,0.82558,0.80131,0.83351,0.91766,1.15264,institucion
institucional,2.25,1.5,1.6087,1.6,1.55,1.95,1.75,1.20852,0.82717,0.65638,1.09545,0.82558,0.75915,0.91047,institucional
instituto,2.25,2.75,1.9,2.40909,2.4,2.2,1.65217,1.11803,1.11803,1.11921,1.46902,1.18766,1.43637,1.07063,instituto
instrucción,2.05,2.42105,2.33333,1.55,2.3,2.35,1.95238,1.09904,1.26121,1.27404,0.88704,1.21828,1.26803,1.02353,instruccion
instructor,3.05,2.04545,2.75,1.95,2.5,2.65,2.125,1.19097,1.21409,1.51744,1.14593,1.10024,1.34849,1.15392,instructor
instrumentación,2.45,1.88,2.27273,2.3,2.5,2.27778,2.04762,1.43178,0.97125,1.07711,1.34164,1.23544,1.22741,1.32198,instrumentacion
instrumental,3.25,3.15,3.09524,2.95,3.15,3.1,2.9,1.25132,1.46089,1.37495,1.60509,1.34849,1.65116,1.48324,instrumental
instrumento,3.4,2.6,3.05,3.0,3.04348,2.85,3.6,1.0463,1.31389,1.39454,1.21395,1.29609,1.26803,1.18766,instrumento
insuficiencia,1.15,1.25,1.55,1.25,1.25,1.45,1.7,0.48936,0.71635,0.82558,0.44426,0.44426,1.05006,0.97872,insuficiencia
insuficiente,1.1,1.18182,1.55,1.33333,1.2,1.05,1.3,0.30779,0.39477,1.23438,0.86811,0.61559,0.22361,0.80131,insuficiente
ínsula,1.75,2.0,1.68421,1.63158,2.11111,2.47368,2.5,0.93095,1.10554,1.24956,1.11607,1.13183,1.30675,1.41421,insula
insular,2.21429,1.85714,1.76471,1.64286,2.05882,1.86667,2.0625,1.18831,0.94926,1.03256,1.27745,1.19742,1.40746,1.28938,insular
insulina,2.65,2.36842,2.15,1.66667,2.4,2.1,1.8,1.53125,1.34208,1.03999,0.85635,1.0463,0.91191,1.05631,insulina
insultado,1.26316,1.35,1.45,1.31818,1.0,1.36364,1.25,0.56195,0.81273,0.99868,0.8937,0.0,0.90214,0.7864,insultado
insulto,1.35,1.35,1.3,1.59091,1.3,1.35,1.21739,0.98809,0.74516,0.57124,0.85407,0.92338,0.87509,0.85048,insulto
insuperable,4.0,2.4,3.2,3.3,2.95,2.95833,2.55,1.33771,1.78885,1.43637,1.52523,1.39454,1.60106,1.2763,insuperable
insurgencia,1.73684,1.8,1.78571,1.58824,1.77778,1.85714,1.47368,1.09758,1.20712,1.25137,0.93934,1.21537,1.16732,0.90483,insurgencia
insurgente,2.06667,1.89474,1.81818,2.4,2.25,2.27778,1.70588,1.33452,0.93659,1.00647,1.40408,1.29099,1.31978,1.15999,insurgente
insurrección,1.68421,1.78947,1.73684,1.77778,1.38889,2.26316,1.38889,0.94591,0.91766,1.14708,1.06027,0.97853,1.24017,0.60768,insurreccion
intacta,2.4,3.2,2.04348,2.04762,2.4,2.55,3.2381,1.35336,1.57614,1.3307,1.39557,1.23117,1.39454,1.22085,intacta
íntegra,3.38095,3.13043,3.05,2.1,3.0,2.45,2.9,1.24403,1.25424,1.46808,1.37267,1.56347,1.2763,1.20961,integra
integración,3.25,3.7,3.45455,2.90909,3.45,3.5,3.05,1.61815,0.92338,1.22386,1.306,1.46808,1.27733,1.19097,integracion
integral,2.55,2.17391,2.1,1.90476,2.6,2.38095,2.18182,1.2763,1.15413,0.85224,1.13599,1.14248,1.32198,1.25874,integral
integrante,2.2,2.75,2.35,2.0,2.7,3.1,2.3,1.15166,1.61815,0.9333,1.29777,1.30182,1.33377,1.17429,integrante
integrar,3.2,2.8,3.25,2.68182,3.25,2.9,2.85,1.36111,1.15166,1.40955,1.42716,1.29269,1.48324,1.42441,integrar
integridad,3.9,3.1,3.3,2.04348,3.15,4.2,3.7,1.07115,1.41049,1.38031,0.976,1.30888,0.83351,1.17429,integridad
integrista,2.29412,1.875,2.35,2.5,1.95,2.77778,2.23529,1.26317,1.0247,1.42441,1.33945,1.19097,1.16597,1.25147,integrista
íntegro,3.3,3.1,2.75,1.78947,3.3,4.0,3.0,1.52523,1.48324,1.58529,1.13426,1.30182,0.8584,1.44749,integro
intelecto,4.2,3.45,3.3,3.1,3.8,3.95,2.9,0.89443,1.19097,1.59275,1.51831,1.19649,1.05006,1.25237,intelecto
intelectual,4.55,3.4,3.75,3.5,3.08696,3.9,3.14286,0.68633,1.3917,1.11803,1.27733,1.23998,1.33377,1.15264,intelectual
inteligencia,4.35,4.04762,4.2381,3.5,4.15,4.4,3.5,0.87509,0.86465,0.76842,1.40577,1.03999,0.68056,1.10024,inteligencia
inteligente,4.30435,3.45455,3.95,3.0,4.04,4.13043,3.3,0.87567,1.29935,0.88704,1.25656,0.97809,1.21746,1.34164,inteligente
inteligible,2.55556,2.2,2.16667,1.65,1.95,2.11111,2.33333,1.24722,1.23969,1.24853,1.13671,1.2763,1.36722,1.37199,inteligible
intemperie,2.04762,2.17391,2.0,2.05,1.78947,1.75,1.84211,1.35927,1.40299,1.29099,1.19097,1.22832,0.91047,1.21395,intemperie
intención,2.65,2.9,2.85,2.71429,2.82609,2.85,2.35,1.26803,1.29371,1.1821,1.27055,1.19286,1.59852,1.26803,intencion
intencionalidad,2.95,2.3,2.85,2.2,2.6,3.0,2.19048,1.09904,1.26074,1.38697,1.32188,0.99472,1.37649,1.16701,intencionalidad
intendencia,1.78571,1.6,1.8,1.5,1.92308,1.92308,1.76923,1.0509,1.07497,0.94112,0.63246,1.11516,0.75955,1.30089,intendencia
intensa,2.7,2.25,3.05,3.04762,3.35,3.55,2.47826,1.41793,1.20852,1.14593,1.46548,1.22582,1.2763,1.3774,intensa
intensidad,3.2,2.2,3.6,3.0,3.6,3.71429,2.55,1.19649,1.15166,1.09545,1.19523,1.18766,0.64365,0.75915,intensidad
intensificación,2.7,2.25,3.15,1.75,2.65,2.45455,2.05,1.52523,1.37171,1.66307,1.33278,1.1821,1.3355,0.94451,intensificacion
intensificar,2.7,2.45,3.55,2.4,3.0,3.2,2.3,1.0311,0.99868,1.19097,1.31389,0.91766,1.32188,0.92338,intensificar
intensiva,2.75,2.2,2.9,2.15,2.42857,2.65,1.65,1.16416,1.23969,1.37267,1.56525,0.97834,1.22582,0.87509,intensiva
intentar,3.45,3.15,3.5,2.54545,2.85,3.52381,2.5,1.43178,1.13671,1.60591,1.3355,1.22582,1.03049,1.39548,intentar
intento,2.8,2.8,2.9,2.45,2.24,2.8,2.52381,1.19649,1.43637,1.11921,1.19097,1.39284,1.36111,1.24976,intento
interacción,2.85,3.65,3.27273,3.0,3.55,3.22727,3.09091,1.53125,0.9333,1.42032,1.29777,1.23438,1.26986,1.23091,interaccion
interactiva,3.04762,2.85,2.9,3.04545,2.7,3.05,2.3,1.39557,1.1821,1.33377,1.21409,1.41793,1.14593,1.41793,interactiva
interactuar,2.65217,2.85,3.6,3.1,2.90476,3.45,2.95238,1.15242,1.26803,1.27321,1.44732,1.41084,1.23438,1.2836,interactuar
intercambiar,2.68182,2.5,3.2,2.42857,2.73077,2.75,2.5,1.12911,1.05131,1.32188,1.20712,1.18516,1.11803,1.05131,intercambiar
intercambio,2.45,2.7,2.85,2.95,2.55,2.7619,2.86364,1.19097,1.30182,1.13671,1.39454,1.2763,1.30018,1.28343,intercambio
intercultural,3.55,2.05,3.13636,2.68,3.7,3.7,2.85714,1.31689,1.35627,1.4895,1.40594,1.12858,1.21828,1.38873,intercultural
interés,4.05,3.05,4.5,3.28571,3.55,4.0,2.95,1.05006,1.39454,0.76089,1.23056,1.05006,1.07606,1.23438,interes
interesado,2.6,1.95,2.9,1.95652,2.15,2.35,1.6,1.56945,1.23438,1.65116,1.02151,1.22582,0.9333,1.0463,interesado
interesante,4.30435,3.5,4.15,3.28571,3.65,3.9,3.71429,0.82212,1.23544,1.49649,1.30931,1.13671,0.85224,1.23056,interesante
interesar,3.3,3.2,3.85,3.04167,3.55,3.3,3.25,1.41793,1.50787,1.22582,1.36666,1.31689,1.41793,1.29269,interesar
interfaz,1.71429,1.89474,2.05882,1.89474,1.55556,1.89474,2.0,1.18924,0.87526,1.14404,1.14962,0.85559,0.87526,0.97333,interfaz
interferencia,1.8,1.55,1.8,1.70833,1.5,1.78947,1.31818,1.10501,1.05006,1.05631,1.0417,0.60698,1.03166,0.64633,interferencia
interferir,1.9,2.2,1.8,1.7,1.95,1.65,1.95833,1.20961,1.15166,1.10501,0.65695,0.99868,1.03999,1.0417,interferir
interino,2.15789,1.73684,1.88235,1.80952,2.05,1.94444,1.66667,1.25889,0.99119,1.21873,1.07792,1.05006,1.10997,0.76696,interino
interior,2.25,2.1,1.9,2.19048,2.8,3.15,3.04545,1.37171,1.11921,1.37267,1.20909,1.23969,1.34849,1.0901,interior
interlocutor,2.2,2.35,2.35,2.33333,1.9,2.7,1.9,1.32188,1.03999,1.30888,1.23828,1.02084,1.21828,1.20961,interlocutor
intermediario,1.9,2.47826,2.2,1.65,1.9,2.35,2.35,1.11921,1.16266,1.15166,0.87509,1.02084,1.22582,1.26803,intermediario
intermedio,1.65,2.1,2.1,1.5,2.05,2.28571,2.25,0.87509,0.91191,1.07115,0.88852,1.14593,1.0556,0.96655,intermedio
interminable,2.15,1.5,1.85,1.81818,1.7,1.75,1.85,1.38697,0.68825,1.26803,1.00647,1.08094,1.06992,0.9333,interminable
intermitente,1.8,2.25,1.8,1.9,1.8,1.9,1.45,1.19649,1.29269,0.95145,1.20961,0.83351,0.91191,0.75915,intermitente
interna,2.8,2.35,1.86364,1.95,2.45,2.5,2.5,1.39925,1.30888,1.12527,1.35627,1.23438,1.53897,1.43925,interna
internacional,3.09091,2.15,2.95,2.81818,3.15,2.9,2.65,1.50899,1.38697,1.35627,1.13961,1.42441,1.48324,1.22582,internacional
internamiento,1.3,1.31818,1.35,1.38095,1.04545,1.55,1.73913,0.57124,0.47673,0.58714,0.66904,0.2132,0.94451,0.96377,internamiento
internet,3.125,2.65,2.8,3.1,3.13636,3.25,2.33333,1.42379,1.26803,1.05631,1.37267,1.32001,1.29269,1.31656,internet
interposición,1.82353,2.0625,1.5625,1.22222,1.61538,1.44444,1.35714,0.80896,1.28938,0.62915,0.54832,0.75243,0.6157,0.49725,interposicion
interpretación,3.2,1.9,3.15,3.45,2.75,2.4,2.27273,1.28145,1.07115,1.03999,1.14593,1.25132,1.27321,1.12045,interpretacion
interpretar,2.8,2.47826,2.86957,2.85,2.7,2.4,2.5,1.36111,1.41001,1.39167,1.30888,1.12858,1.27321,1.23544,interpretar
intérprete,2.95,2.0,3.2,2.1,2.55,2.95,2.45,1.05006,1.1698,1.39925,0.96791,1.2763,1.05006,1.05006,interprete
interrogación,1.65217,1.85,2.3,1.55,1.65,2.35,1.6,0.88465,0.9333,1.41793,1.05006,0.74516,1.1821,1.14248,interrogacion
interrogante,2.7,1.78261,2.8,1.9,2.05,2.0,1.5,1.34164,0.90235,1.23969,0.96791,0.99868,0.97333,0.68825,interrogante
interrogar,2.35,1.85,1.95,2.6,1.75,1.75,1.28,1.26803,0.9333,1.31689,1.35336,0.7864,0.7864,0.5416,interrogar
interrogatorio,2.3,1.6,2.05,1.45,1.5,1.6,1.3,1.30182,0.94032,1.43178,0.82558,0.60698,0.94032,0.57124,interrogatorio
interrumpir,1.35,1.9,1.9,1.95,1.4,1.6,1.54167,0.81273,1.11921,0.91191,1.31689,0.59824,0.6455,0.93153,interrumpir
interrupción,1.45,1.5,1.61905,1.6,1.4,1.3,1.3,0.82558,0.94591,1.07127,0.75394,0.59824,0.57124,0.57124,interrupcion
intersección,1.8,1.9,2.05,1.5,2.15,1.95,2.0,1.10501,1.02084,1.09904,0.67259,1.26803,0.99868,1.26491,interseccion
intervalo,1.9,1.9,1.95,1.8,1.6,1.89474,2.45,0.96791,1.02084,1.09904,1.10501,0.88258,1.24252,1.19097,intervalo
intervención,2.85,2.8,2.4,1.95238,2.55,2.6,2.09524,1.13671,1.25831,1.27321,1.11697,1.5035,1.18766,0.88909,intervencion
intervenir,2.6,2.8,2.0,2.05,2.2,2.7,1.91667,1.27321,1.28145,0.9759,1.19097,1.10501,1.12858,0.88055,intervenir
intestinal,1.45,2.1,1.2,1.52381,1.45,1.4,1.52381,1.09904,0.85224,0.52315,0.87287,0.68633,0.82078,0.87287,intestinal
intestino,1.9,1.8,1.4,1.57143,1.56,1.55,1.75,1.02084,1.15166,0.68056,1.02817,0.71181,0.99868,0.7864,intestino
intimidación,1.85,1.15,1.65,1.1,1.3,1.3,1.4,1.26803,0.36635,1.38697,0.30779,0.47016,0.65695,0.82078,intimidacion
intimidad,3.0,3.9,3.2,3.36364,4.1,4.05,4.0,1.48678,1.25237,1.10501,1.09307,1.07115,1.14593,1.1239,intimidad
intimidar,1.95,1.14286,1.6,1.55,1.3,1.21739,1.41667,1.19097,0.35857,0.82078,1.05006,0.7327,0.42174,0.92861,intimidar
