palabra,mean_awe,mean_relief,mean_excitement,mean_amusement,mean_pleasure,mean_contentment,mean_serenity,sd_awe,sd_relief,sd_excitement,sd_amusement,sd_pleasure,sd_contentment,sd_serenity,palabra_noaccents
cobarde,1.1,1.3,1.15,1.6087,1.35,1.09091,1.52174,0.30779,0.57124,0.48936,0.94094,0.58714,0.29424,0.79026,cobarde
cobardía,1.6,1.65,1.18182,1.2381,1.15,1.2,1.95455,1.0463,1.03999,0.39477,0.53896,0.48936,0.41039,1.17422,cobardia
cobertura,1.65,2.35,3.0,2.17857,2.65,2.85,2.4,0.9333,1.38697,1.41421,1.46701,1.30888,1.22582,1.31389,cobertura
cobra,1.45,1.5,1.66667,1.57143,1.45,1.6,1.5,0.88704,1.0,1.11056,0.92582,0.75915,1.0463,0.88852,cobra
cobrar,2.52174,3.85,3.6,2.8,4.05,3.91667,2.14286,1.50362,1.22582,1.42902,1.43637,1.23438,1.28255,1.52597,cobrar
cobro,2.35,3.0,3.25,2.1,3.1,3.55,2.85,1.46089,1.58944,1.33278,1.29371,1.37267,1.43178,1.38697,cobro
cocaína,1.2,1.45,1.55,2.25,1.6,1.36364,1.33333,0.41039,1.09904,0.99868,1.58529,1.18766,0.84771,0.8165,cocaina
cocer,1.7,2.05,1.95,2.0,2.25,2.2,2.33333,0.97872,1.2763,0.88704,1.14018,1.25132,1.05631,1.23828,cocer
coche,2.2,1.95,3.2,3.0,2.95,3.28571,2.04545,1.15166,1.14593,1.39925,1.02598,1.31689,1.23056,1.13294,coche
cochero,1.5,2.16667,2.0,2.0,1.78947,1.95,1.91304,0.60698,0.98518,1.1547,1.18322,0.85498,1.31689,1.08347,cochero
cochinilla,1.6,1.36842,1.6,2.25,1.68421,1.61111,1.75,1.0463,0.68399,1.0463,1.33278,1.15723,1.19503,0.91047,cochinilla
cocido,2.15,2.8,2.13043,2.45,2.76,2.8,2.2,1.42441,1.57614,1.39167,1.43178,1.61452,1.43637,1.28145,cocido
cociente,2.375,1.9,1.68182,1.42857,1.8,2.2,2.05,1.63687,1.07115,0.83873,0.87014,0.89443,1.15166,1.14593,cociente
cocina,2.15,2.2381,2.25,2.36364,3.32143,2.85,2.7,1.38697,1.37495,1.37171,1.329,1.27812,1.34849,1.30182,cocina
cocinar,3.55,2.6,3.25,3.14286,3.6,3.6,3.15,1.31689,1.3917,1.40955,1.45896,1.0463,1.35336,1.34849,cocinar
cocinera,3.1,2.55,2.40909,2.45,2.86364,3.6,2.65,1.37267,1.39454,1.22121,1.23438,1.32001,1.23117,1.49649,cocinera
cocinero,2.9,3.05,2.75,2.9,2.9,2.75,2.8,1.48324,1.46808,1.06992,1.44732,1.02084,1.51083,1.47256,cocinero
coco,1.65,2.0,2.2,2.68182,2.2,2.45,2.45455,0.87509,1.1698,1.08012,1.52398,1.43637,1.39454,1.47122,coco
cocodrilo,2.05,1.8,2.25,1.90909,2.15,1.6,1.35,1.43178,1.00525,1.16416,1.15095,1.1821,0.94032,0.81273,cocodrilo
codicia,1.58824,1.3,1.78947,1.2,1.57895,1.36364,1.31579,1.17574,0.65695,1.08418,0.41039,0.90159,0.65795,0.67104,codicia
codicioso,1.73684,1.57895,1.35,1.35,1.22222,1.52632,1.47368,1.32674,0.69248,0.58714,0.67082,0.54832,1.02026,0.77233,codicioso
codificación,1.95,2.0,1.95,1.45,2.25,1.9,2.05,0.94451,1.1698,1.31689,0.75915,1.01955,1.16529,0.94451,codificacion
código,2.5,2.25,1.85,1.7,2.3,2.26087,2.1,1.27733,1.25132,1.03999,0.97872,1.21828,1.35571,1.25237,codigo
codo,1.35,1.7,1.7,1.90909,1.47368,1.55,1.84,0.74516,0.8645,1.08094,1.23091,0.84119,0.88704,1.10604,codo
coexistencia,2.6,2.55,2.8,2.4,3.1,2.84211,3.33333,1.31389,1.14593,1.47256,1.3917,1.48324,1.06787,1.31656,coexistencia
cofinanciación,2.05882,1.85714,2.25,1.33333,1.5,2.26667,2.0625,1.34493,1.35225,1.18322,0.59409,0.85749,1.0328,0.99791,cofinanciacion
cofradía,1.94118,1.7,1.7,1.38889,1.25,2.06667,1.58824,1.19742,0.8645,0.97872,0.50163,0.44721,1.2228,1.12132,cofradia
cofre,2.5,1.85,2.47826,2.27273,3.0,2.25,2.15,1.53897,1.1821,1.44189,1.38639,1.45095,1.37171,1.22582,cofre
coger,1.66667,2.54545,2.3,2.55,2.9,2.7,2.5,1.11056,1.37069,1.38031,1.5035,1.33377,1.49032,1.30018,coger
cognitiva,3.0,2.75,2.75,2.0,3.25,2.75,2.95,1.24722,1.48235,1.20852,1.21395,1.16416,1.40955,1.39454,cognitiva
coherencia,3.35,4.1,3.15,2.5,3.9,4.1,3.85,1.26803,1.44732,1.42441,1.22474,1.41049,1.02084,1.46089,coherencia
coherente,3.15,3.95,3.09091,2.68182,3.9,3.55,4.1,1.1821,1.23438,1.41115,1.2868,0.96791,1.35627,0.78807,coherente
cohesión,3.1,3.05263,1.95,2.05263,2.95,3.15,3.65,1.41049,1.47097,1.31689,1.12909,1.19097,1.34849,0.9333,cohesion
cohete,3.05,1.3,3.05,2.55,2.1,2.85,1.5,1.39454,0.57124,1.79106,1.35627,1.25237,1.30888,0.80178,cohete
coincidencia,2.1,3.35,3.15,2.75,2.79167,3.15,2.5,1.20961,0.81273,1.34849,0.96655,1.28466,1.38697,1.27733,coincidencia
coincidir,2.85,3.45,3.4,2.8,3.3,3.4,2.95,1.34849,1.35627,1.23117,1.47256,1.17429,1.42902,1.31689,coincidir
coito,2.5,3.2,3.6087,3.95,3.9,4.3,2.66667,1.50438,1.36111,1.23359,1.09904,1.20961,0.92338,1.42595,coito
cojo,2.15,1.35,1.15,1.85,1.55,1.55,1.6,1.38697,0.74516,0.48936,1.1821,0.60481,0.94451,0.88258,cojo
col,1.45,1.52381,1.8,1.4,1.68,1.85,2.0,1.09904,0.7496,1.32188,0.68056,0.85245,1.13671,1.1127,col
cola,1.65,1.55,1.54545,2.14286,1.77273,1.45455,1.8,0.81273,0.94451,0.80043,1.19523,1.02036,0.80043,1.19649,cola
colaboración,3.15,3.5,3.85,2.9,3.7,3.52,3.17391,1.46089,1.19208,1.13671,1.68273,1.17429,1.22882,1.26678,colaboracion
colaborador,2.9,3.05,3.36842,2.25,2.75,3.08696,3.3,1.37267,0.94451,1.11607,1.16416,1.33278,1.44326,1.12858,colaborador
colaborar,3.31818,3.3,3.15,3.85,3.45,4.0,3.30435,1.42716,1.30182,1.08942,1.13671,1.19097,1.21395,1.39593,colaborar
colapso,1.72727,1.25,1.85,1.4,1.25,1.4,1.4,1.07711,0.55012,1.22582,0.68056,0.44426,0.82078,0.99472,colapso
colchón,1.95,3.25,2.6,2.75,3.7,3.05,3.45,0.94451,1.40955,1.3917,1.71295,1.41793,1.57196,1.43178,colchon
colección,2.65,2.35,2.55,2.47619,2.55,3.0,2.1,1.30888,1.34849,1.46808,1.12335,1.5035,1.62221,1.29371,coleccion
coleccionista,2.75,2.4,2.75,3.1,2.4,2.7,2.8,1.20852,1.23117,1.40955,1.02084,1.09545,1.30182,1.23969,coleccionista
colectividad,3.0,2.9,3.55,3.3,2.91667,3.3,2.75,1.37649,1.37267,0.94451,1.26074,1.47196,1.17429,1.37171,colectividad
colectivo,3.1,2.85,2.25,3.14286,2.75,2.8,2.6,1.65116,1.22582,1.20852,1.23635,1.33278,1.50787,1.0463,colectivo
colega,3.5,3.65,3.85,4.65,3.7,3.84,3.05,1.26303,1.49649,1.34849,0.48936,0.97872,1.49108,1.2763,colega
colegiado,2.55,2.5,2.3,2.2,2.6,3.3,2.5,1.23438,1.31789,1.21828,1.43637,1.31389,1.38031,1.10024,colegiado
colegio,2.47619,2.47619,2.25,2.8,2.55,2.45,2.05,1.32737,1.32737,1.16416,1.23969,1.53811,1.35627,0.99868,colegio
cólera,1.65,1.95238,1.4,1.52174,1.18182,1.3,1.25,0.87509,1.2836,0.82078,1.03877,0.50108,0.65695,0.55012,colera
colesterol,1.35,1.21739,1.45,1.2381,1.15,1.25,1.6,0.81273,0.51843,0.60481,0.53896,0.36635,0.55012,1.0463,colesterol
colgar,1.65,1.95,2.35,1.88,1.75,1.9,1.95238,1.13671,0.82558,1.26803,1.26886,0.96655,1.07115,1.02353,colgar
colibrí,2.28571,2.75,3.0,2.90476,3.26316,2.65,3.14286,1.52128,1.11803,1.58944,1.26114,1.44692,1.1821,1.52597,colibri
colina,1.9,2.0,2.36364,2.75,3.05,2.45,3.19048,1.29371,0.97333,1.36436,1.44641,1.2763,1.31689,1.47034,colina
colisión,1.75,1.25,1.65,1.54167,1.7,1.45833,1.35,1.16416,0.71635,1.1821,1.10253,1.12858,0.72106,0.48936,colision
collar,2.0,2.04545,1.85,2.55,2.1,2.43478,2.05,1.37649,1.36198,1.1821,1.2763,1.11921,1.53226,1.14593,collar
colmena,2.4,1.9,1.6,1.59091,2.15,1.8,1.76,1.5,1.25237,0.94032,0.85407,1.30888,1.05631,1.2,colmena
colmo,1.45,1.65,1.86957,1.31818,1.85,1.6,1.68182,0.60481,0.67082,0.96786,0.47673,1.26803,0.82078,0.83873,colmo
colocación,2.15,2.0,1.95,1.9,2.6,2.4,2.7619,1.1821,1.1698,1.35627,1.02084,1.14248,1.31389,1.22085,colocacion
colocar,2.33333,3.0,2.2,2.3,2.5,2.55,2.33333,1.01653,1.44914,0.89443,1.38031,1.23544,1.35627,1.46059,colocar
colonia,2.7619,2.85,2.7,2.40909,3.85,2.95,2.85,1.51343,1.26803,1.38031,1.29685,0.81273,1.31689,1.49649,colonia
colonial,1.75,1.68421,1.55,1.5,2.10526,1.5,1.90476,0.91047,0.94591,0.88704,0.94591,1.28646,0.76089,1.17918,colonial
colonialismo,1.5,1.36842,1.75,1.63158,1.26316,1.4,1.10526,0.68825,0.76089,1.16416,0.95513,0.56195,0.68056,0.3153,colonialismo
colonización,1.8,1.35,1.4,1.55,1.75,1.47619,1.78947,0.95145,0.81273,0.95743,0.60481,0.7864,0.67964,1.18223,colonizacion
colono,2.05263,1.64286,1.5625,1.72222,1.63158,1.70588,1.35,1.31122,0.8419,0.81394,0.95828,0.8307,0.91956,0.67082,colono
coloquial,2.25,2.45,1.75,2.45455,2.1,2.5,3.1,1.20852,0.99868,1.06992,1.01076,0.96791,1.35724,1.16529,coloquial
coloquio,2.05556,1.89474,2.52941,3.0,2.0,2.7,2.5,1.25895,1.10024,0.94324,1.22474,1.14208,1.62546,1.15045,coloquio
color,2.15,2.3,3.5,2.69565,3.95,2.5,3.14286,1.42441,1.62546,1.31789,1.42812,1.05006,1.53897,1.62129,color
coloración,2.5,2.0,2.6,2.4,2.38889,1.85,1.94737,1.27733,1.20185,1.09545,1.27321,1.09216,1.1821,1.02598,coloracion
colorado,1.85,1.75,2.1,2.7,2.78947,2.8,2.08696,1.1821,1.11803,1.07115,1.30182,0.97633,1.36111,1.23998,colorado
colorido,3.38095,2.95652,4.05,3.7619,4.0,3.55,3.0,1.56449,1.60902,1.09904,1.09109,1.02598,1.43178,1.52177,colorido
colosal,3.36842,2.15,3.0,2.63158,2.77778,2.9,2.26316,1.16479,1.26803,1.25656,1.64014,1.30859,1.55259,1.28418,colosal
columna,1.84211,1.7,1.77273,1.57143,2.0,1.90909,2.25,1.01451,0.92338,1.10978,0.87014,1.33771,1.26901,1.20852,columna
columnista,2.57895,2.0,2.14286,1.91304,1.44444,2.26316,1.73684,1.1213,0.84017,1.16732,1.12464,0.92178,1.24017,1.09758,columnista
columpio,2.25,2.75,2.25,4.05,2.9,3.1,3.04,1.2938,1.40955,1.06992,1.14593,0.91191,1.33377,1.3687,columpio
coma,1.80952,1.65,1.19048,1.35,1.65,1.4,1.86957,1.03049,1.03999,0.51177,0.81273,1.03999,0.88258,1.05763,coma
comadreja,1.55,1.9,1.65,2.1,1.75,1.52632,1.78947,0.99868,1.41049,1.03999,1.11921,1.01955,0.96427,1.13426,comadreja
comadrona,2.78947,2.83333,2.10526,1.73684,2.1,2.73684,2.3,1.35724,1.29479,1.10024,1.09758,1.11921,1.28418,1.12858,comadrona
comandante,2.0,2.0,1.77273,1.77273,1.7,2.2,1.8,1.25656,1.07606,1.066,1.10978,0.80131,1.28145,1.00525,comandante
comando,2.2,2.05,1.7,1.84211,2.0,1.47368,1.45455,1.32188,1.39454,0.8645,1.25889,1.20185,0.84119,0.73855,comando
comarca,2.0,2.0,1.8,1.57895,1.9,2.25,2.35,1.1698,0.94868,0.95145,0.96124,1.20961,1.11803,1.38697,comarca
combate,1.9,1.7,2.5,1.7619,1.8,2.15,1.4,0.96791,1.17429,1.27733,1.09109,1.05631,1.30888,0.68056,combate
combatiente,2.79167,2.0,2.69565,1.35,1.75,1.75,1.73684,1.41357,1.29777,1.14554,0.81273,1.11803,1.29269,1.09758,combatiente
combatir,2.85,2.3,2.6,1.9,2.40909,2.35,2.04762,1.38697,1.34164,1.09545,1.20961,1.36832,1.30888,1.2836,combatir
combinación,2.4,1.85,2.5,2.65,2.6,2.25,1.96,1.32288,0.98809,1.22474,1.13671,1.18766,1.51744,0.93452,combinacion
combinar,2.63636,2.9,2.73913,2.27273,2.6,3.0,2.25,1.49747,1.29371,1.38883,1.2792,1.14248,1.52177,1.29269,combinar
combustible,1.9,1.9,2.2,1.90909,2.0,1.65,1.75,1.41049,1.16529,1.32188,1.34196,1.21395,1.03999,0.91047,combustible
combustión,1.8,1.45,1.6,1.72727,1.82609,1.4,1.55,0.95145,0.75915,0.88258,0.98473,1.07247,0.59824,0.75915,combustion
comedia,3.35,2.86957,3.30769,4.27273,3.9,3.875,2.95,1.53125,1.54638,1.43581,1.3159,1.16529,1.03472,1.31689,comedia
comediante,2.89474,2.6,3.2,4.59091,3.63158,3.35,2.63158,1.37011,1.35336,1.32188,0.59033,0.8307,1.1821,1.25656,comediante
comedor,2.05,1.7,1.9,3.05,2.75,2.5,2.38095,1.31689,0.92338,1.07115,0.99868,1.25132,1.23544,1.20317,comedor
comentar,2.15,2.75,2.95,3.05,2.8,2.8,2.4,1.34849,0.8507,1.31689,1.05006,0.89443,1.39925,1.0463,comentar
comentario,2.45,2.45,2.1,2.45,2.6,2.45,2.1,1.09904,1.35627,1.11921,1.31689,0.94032,0.94451,1.33377,comentario
comentarista,2.05,2.25,2.0,2.63636,2.4,2.65,1.80952,1.2763,1.16416,0.79472,1.39882,0.94032,0.87509,1.07792,comentarista
comenzar,2.5,2.6,3.85,3.45,3.25,3.4,3.0,1.31789,1.35336,1.22582,1.14593,1.37171,1.3917,1.4771,comenzar
comer,2.6,3.55,3.27273,3.58333,4.4,4.25,3.2,1.35336,1.39454,1.42032,1.44212,0.68056,1.11803,1.36111,comer
comercial,1.68182,1.78947,1.8,2.42857,2.36364,1.8,1.85,0.99457,1.18223,1.19649,1.2873,1.329,1.00525,0.98809,comercial
comercialización,2.25,1.69565,2.65,1.75,1.80952,1.9,1.85,1.44641,0.97397,0.98809,0.96655,0.92839,1.25237,0.9333,comercializacion
comercializar,1.85,1.7,2.3,1.66667,1.95,2.45,2.125,1.08942,0.7327,1.08094,1.09014,0.99868,1.46808,1.191,comercializar
comerciante,1.8,1.95,1.85,2.3,1.6,2.1,1.8,1.28145,0.94451,1.03999,1.17429,0.88258,1.16529,1.00525,comerciante
comerciar,2.15,2.1,1.68421,2.05,2.15,2.26087,2.13636,1.13671,0.91191,0.94591,1.05006,1.26803,1.28691,0.99021,comerciar
comercio,1.95,2.25,2.09524,2.30435,2.15,3.0,2.21739,1.09904,0.96655,1.09109,1.22232,1.08942,1.29777,1.04257,comercio
cometa,3.5,3.0,3.25,3.6,3.1,2.8,3.2,1.27733,1.52177,1.37171,1.31389,1.37267,1.39925,1.23969,cometa
cometer,1.5,1.8,2.5,1.6,1.8,1.95,1.65,0.82717,1.05631,1.14708,0.88258,0.83351,1.09904,0.87509,cometer
cometido,2.1,2.21053,2.85,1.63158,2.15789,2.57895,2.14286,1.29371,1.13426,1.26803,0.8307,1.21395,1.26121,1.19523,cometido
cómic,2.7,2.45,2.6,3.7,2.91304,3.05,2.7,1.34164,1.31689,1.18766,1.21828,1.23998,1.2763,1.34164,comic
cómico,3.15,2.6,3.25,4.71429,3.4,3.25,2.55,1.26803,1.50088,1.33278,0.56061,1.27321,1.20852,1.43178,comico
comida,3.55,3.2,3.2,3.43478,4.3,4.05,3.6,1.39454,1.39925,1.36111,1.34252,0.92338,0.68633,1.0463,comida
comienzo,3.13636,2.95,3.6,3.0,3.15,3.6,2.95,1.45718,1.60509,1.18766,1.38013,1.30888,1.18766,1.39454,comienzo
comisaria,1.55,1.75,1.36842,1.47619,1.55,2.0,1.75,1.05006,1.01955,0.76089,0.92839,0.75915,1.21395,1.16416,comisaria
comisaría,2.05,1.95,1.35,1.55,1.6,1.72,1.75,1.43178,1.09904,0.67082,1.05006,0.99472,0.89069,1.29269,comisaria
comisario,2.2,2.2,1.95652,1.61905,1.65,1.45,2.15,1.00525,1.15166,1.06508,0.86465,0.98809,0.75915,1.30888,comisario
comisión,2.35,2.04545,2.1,1.45,1.85,2.5,2.05263,1.38697,1.29016,1.33377,0.82558,0.98809,1.35724,1.17727,comision
comité,2.2,2.4,2.15,1.75,1.85,1.95,2.17391,1.32188,1.42902,0.87509,1.11803,0.98809,1.14593,1.23038,comite
comitiva,1.94118,1.88235,1.6875,1.77778,1.71429,1.89474,2.05263,1.02899,1.11144,0.94648,1.26284,0.82542,0.99413,1.31122,comitiva
cómoda,2.6,4.5,2.75,2.65,3.85,3.35,3.75,1.60263,0.94591,1.44641,1.34849,1.13671,1.42441,1.32698,comoda
comodidad,2.69565,4.5,3.7,2.85,4.35,4.4,3.95455,1.60779,0.67259,1.08094,1.30888,0.98809,0.75394,1.21409,comodidad
cómodo,2.7,3.91304,3.1,2.95,4.35,4.20833,4.0,1.52523,1.08347,1.48324,1.43178,0.67082,1.21509,1.1547,comodo
compacta,1.55,2.0,1.6,1.66667,1.8,2.29167,1.86364,0.94451,1.1698,0.82078,0.96309,0.95145,1.33447,1.08213,compacta
compacto,1.6,2.1,1.55,1.3913,2.3,2.15,1.77273,0.94032,1.07115,0.82558,0.83878,1.12858,1.26803,1.066,compacto
compadecer,2.05263,2.56522,2.04762,1.34783,2.21053,2.8,2.75,1.26814,1.19947,1.16087,0.64728,1.31567,1.23969,1.11803,compadecer
compañera,3.15,3.65,3.57143,3.52381,3.7,2.9,2.95652,1.26803,1.08942,1.24786,1.16701,1.08094,1.37267,1.26053,companera
compañero,3.35,3.35,3.45,3.85714,3.8,3.9,3.27273,1.1821,1.26803,1.43178,1.19523,1.15166,1.33377,1.16217,companero
compañía,3.35,4.1,3.35,4.2,3.9,3.66667,3.45,1.30888,1.07115,1.42441,0.69585,1.20961,1.42595,1.35627,compania
comparable,2.0,1.90909,2.15,2.15,2.05,2.2,1.9,1.14208,1.06499,1.1821,1.42441,1.09904,1.19649,0.85224,comparable
comparación,2.1,1.5,1.7,2.0,1.6,1.9,1.6,1.16529,0.80178,0.80131,1.19523,0.68056,1.07115,0.82078,comparacion
comparar,1.85,1.52174,1.8,1.61905,1.95,1.85,1.8,1.26803,0.79026,0.83351,0.86465,0.82558,0.87509,1.04083,comparar
comparecencia,1.58824,1.85,2.16667,1.46667,1.68421,1.88235,1.88889,0.61835,0.9333,1.04319,0.74322,0.82007,1.11144,0.83235,comparecencia
comparecer,2.25,2.27778,2.89474,1.44444,1.8,1.88889,2.25,1.29269,1.31978,1.04853,0.78382,0.95145,0.83235,1.16416,comparecer
compartir,3.35,3.15,3.31818,3.14286,3.55,4.1,3.25,1.49649,1.49649,1.12911,1.55839,1.19097,0.91191,1.01955,compartir
compás,2.15,2.3,2.47619,1.9,1.95,2.55,2.75,1.22582,1.30182,1.20909,1.11921,0.88704,1.43178,1.33278,compas
compasión,3.35,3.5,3.0,2.2,3.15,3.1,3.18182,1.22582,1.05131,1.37649,1.32188,1.49649,1.07115,1.22032,compasion
compasivo,2.75,3.5,2.85,2.1,3.65,3.3,4.15789,1.33278,1.05131,1.30888,1.33377,1.13671,1.34164,0.95819,compasivo
compatibilidad,3.71429,3.8,3.45,3.09091,3.91304,4.25,3.40909,1.27055,1.19649,1.53811,1.4445,1.16436,0.8507,1.46902,compatibilidad
compatible,2.69565,3.9,3.35,2.61905,3.6,3.85,3.52381,1.39593,1.29371,1.22582,1.32198,0.94032,1.1821,0.98077,compatible
compatriota,2.3,1.85,2.36364,2.04545,2.15,2.5,2.4,1.21828,1.13671,1.43246,1.13294,1.1821,1.35724,0.99472,compatriota
compendio,2.0,1.66667,2.11765,1.375,2.0,2.58824,2.07692,1.05409,1.07309,1.0537,0.7188,1.0,1.06412,1.18754,compendio
compensación,2.41667,3.5,3.5,2.6,3.7,3.4,3.0,1.34864,1.05131,1.23544,1.35336,1.21828,1.09545,1.37649,compensacion
compensar,3.04348,3.3,3.15,2.3,3.15,3.15,3.3,1.46095,1.08094,1.30888,1.30182,1.08942,1.34849,1.12858,compensar
competencia,3.3,1.95,3.1,2.95,2.9,2.63636,2.3,1.26074,0.94451,1.33377,0.94451,1.25237,1.39882,1.41793,competencia
competente,3.4,3.5,3.45,2.25,3.3,4.0,2.95,1.66702,1.50438,1.14593,1.06992,1.34164,1.21395,1.31689,competente
competición,2.65,2.4,4.1,2.5,2.95,2.65,1.55,1.38697,1.27321,1.02084,1.14708,1.14593,1.1821,0.88704,competicion
competidor,2.65,2.1,3.5,2.75,2.57143,2.6,1.57143,1.26803,1.29371,1.35724,1.25132,1.32557,1.56945,0.87014,competidor
competir,2.7,2.17391,3.1,2.85,2.80952,2.875,1.55,1.34164,1.23038,1.48324,1.26803,1.12335,1.48361,0.75915,competir
competitiva,2.7,2.05,3.5,2.7,2.85,2.5,1.69565,1.17429,1.31689,1.4327,1.26074,1.08942,1.05131,1.14554,competitiva
competitividad,2.9,1.85,2.75,2.8,2.4,2.55,1.2,1.68273,0.9333,1.29269,1.23969,1.31389,1.09904,0.41039,competitividad
competitivo,2.3,2.33333,3.4,2.40909,1.8,2.85,1.54545,1.26074,1.31656,1.14248,1.43623,0.89443,1.08942,0.9625,competitivo
complacencia,3.0,3.45455,2.42105,2.5,2.95455,3.15,2.89474,1.37437,1.22386,1.1213,1.44463,1.21409,1.30888,1.37011,complacencia
complacer,3.2,4.0,3.25,2.85,3.9,3.9,3.5,1.32188,1.1547,1.33278,1.38697,1.02084,1.25237,1.14708,complacer
complacido,2.95,3.7,3.15,3.15789,3.91667,4.25,3.8,1.05006,1.12858,1.22582,1.21395,1.41165,0.96655,1.19649,complacido
complaciente,2.25,3.3,2.05,2.7,3.5,3.35,3.27273,1.11803,1.12858,1.23438,1.41793,1.19208,1.42441,1.07711,complaciente
compleja,3.3,1.63636,2.5,1.90476,1.7,2.3,1.45833,1.21828,0.95346,1.19208,1.09109,0.8645,1.17429,0.77903,compleja
complejidad,3.47826,1.55,2.5,2.35,1.55,2.5,1.9,1.47308,0.88704,1.05131,1.34849,0.68633,1.35724,0.85224,complejidad
complejo,2.8,1.2,2.2,1.55,1.85,2.35,1.75,1.54238,0.52315,1.19649,1.09904,0.98809,1.34849,1.11803,complejo
complementar,3.15789,3.25,2.85,3.09524,3.25,3.35,2.75,1.34425,1.44641,1.26803,1.57812,1.29269,0.98809,1.33278,complementar
complementaria,2.15,2.45,2.7,1.85714,2.5,2.65,2.3,1.13671,1.35627,1.17429,1.10841,1.27733,1.34849,1.17429,complementaria
complemento,2.45,2.73684,1.9,2.3,2.69565,3.1,2.6,1.19097,1.408,0.96791,1.21828,1.42812,1.25237,1.44338,complemento
completar,2.85,3.85,3.45,2.3913,3.5,4.3,3.5,1.38697,1.13671,1.35627,1.2699,0.94591,0.8645,1.10024,completar
completo,2.75,3.5,2.85,2.0,3.35,4.0,3.5,1.40955,1.23544,1.22582,1.33771,1.13671,1.21395,1.0,completo
complicación,2.1,1.31818,1.8,1.65,1.3,1.59091,1.28571,1.16529,0.94548,1.10501,1.03999,0.57124,1.18157,0.71714,complicacion
complicar,1.5,1.5,1.95,1.5,1.4,1.65,1.37037,0.68825,0.94591,1.14593,1.05131,0.68056,0.98809,0.56488,complicar
cómplice,2.5,2.9,2.9,2.6,2.65,2.35,2.5,1.39548,1.37267,1.07115,1.35336,1.53125,1.53125,1.14708,complice
complicidad,3.80952,4.0,3.8,2.85714,3.9,4.1,3.4,1.24976,1.28537,1.43637,1.35225,1.48324,1.02084,1.23117,complicidad
complot,1.6,1.55,2.05263,1.6,1.65,1.25,1.63158,0.88258,0.88704,0.97032,0.94032,0.67082,0.44426,0.76089,complot
componente,2.03846,1.7,1.625,1.95,2.0,2.2381,1.85,1.28002,0.97872,0.87539,0.88704,1.1239,1.22085,1.03999,componente
componer,2.9,2.85,3.3,3.5,2.95,3.6,2.95,1.58612,1.26803,1.30182,1.0,1.60509,1.50088,1.39454,componer
comportamiento,3.7619,2.45,3.05,2.9,2.75,2.85,3.0,1.04426,1.14593,1.23438,1.07115,1.20852,1.1821,1.09545,comportamiento
comportar,2.95833,1.95,2.75,2.0,2.25,2.6,3.31579,1.12208,0.94451,1.29269,1.02353,1.25132,1.3917,1.10818,comportar
composición,2.58333,2.3,2.3,2.59091,2.75,2.75,2.95,1.44212,1.26074,1.17429,1.46902,1.16416,1.37171,1.19097,composicion
compositor,4.15,2.55,3.45455,2.6,2.7,3.47619,3.05,0.98809,1.19097,1.29935,1.42902,1.45458,1.32737,1.14593,compositor
compositora,3.3913,2.5,3.05,2.85714,2.7,2.6,3.3,1.55911,1.14708,1.35627,1.52597,1.30182,1.50088,1.34164,compositora
compostura,3.15,2.08333,2.05263,2.0,2.8,2.95,3.05,1.34849,1.01795,1.22355,1.41421,1.19649,0.99868,1.09904,compostura
compra,2.55,2.6087,3.19048,2.5,3.4,2.7,1.85,1.39454,1.19617,1.40068,1.10024,1.3917,1.45458,0.81273,compra
comprador,1.6,2.45,2.6,1.7,2.25,2.35,1.65,0.94032,1.19097,1.27321,0.8645,1.20852,1.1821,0.74516,comprador
comprar,2.1,3.05,3.05,2.95652,3.41667,2.65,2.45455,1.25237,1.35627,1.2763,1.55149,1.05981,1.38697,1.405,comprar
comprender,3.45,3.95,3.5,2.63636,3.8,3.9,3.79167,1.14593,1.2763,1.35724,1.1358,1.23969,1.41049,1.17877,comprender
comprensible,2.85,3.85,3.0,1.9,3.6,3.75,3.25,1.34849,1.13671,1.1239,1.25237,1.35336,1.29269,0.96655,comprensible
comprensión,3.7,4.1,2.9,2.5,3.72,4.1,3.63636,0.97872,0.96791,1.37267,1.27733,1.2083,0.85224,1.21677,comprension
comprobación,2.4,2.95,2.65,1.81818,2.58333,2.9,2.45,1.23117,1.46808,1.42441,1.00647,1.24819,1.25237,1.46808,comprobacion
comprobar,2.6,3.05,2.75,2.19048,2.8,3.45,2.68182,1.46539,1.19097,1.40955,1.28915,1.28145,1.23438,1.2868,comprobar
comprometer,2.4,2.75,2.8,1.8,2.65,2.7,2.6087,1.35336,1.37171,1.19649,1.15166,1.53125,1.17429,0.94094,comprometer
comprometido,3.2,3.5,3.15,2.95,3.5,4.05,3.0,1.50787,1.31789,1.38697,1.43178,1.27733,1.05006,1.1239,comprometido
compromiso,3.6,2.80952,3.45,2.71429,3.15,3.8,3.3,1.35336,1.28915,0.94451,1.30931,1.1821,0.83351,0.80131,compromiso
compuesto,2.0,2.1,2.21053,1.75,2.1,2.13043,2.0,1.20605,1.16529,1.39758,0.96655,1.11921,1.17954,1.1239,compuesto
computación,2.36842,2.21053,1.83333,1.66667,2.22222,2.25,1.75,1.30002,0.91766,1.20049,0.91287,0.94281,1.33278,1.25132,computacion
computacional,1.88889,2.05882,2.0,1.52632,1.7,1.84211,1.9375,1.02262,1.02899,1.24035,0.77233,0.8645,1.11869,1.06262,computacional
